FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
ravioli cheese filled,77.0,2.48,1.45,13.64,3.72,1.3,10.0,0.102,0.03,0.0,0.85,26.0,1.06,0.08,0.074,33.0,0.142,0.74,15.0,0.176,50.0,3.5,0.36
ravioli meat filled,97.0,3.24,3.41,13.26,1.97,1.5,14.0,0.055,0.15,0.0,0.5,28.0,1.245,0.057,0.057,12.0,0.053,1.09,12.0,0.144,40.0,9.6,0.39
rice and vermicelli mix beef flavor,244.0,6.83,2.2350000000000003,49.025,2.135,1.1,35.0,0.0875,0.025,0.95,0.225,146.0,3.32,0.0655,0.42500000000000004,21.0,0.12,1.8499999999999999,22.0,0.6065,79.0,16.95,0.88
rice and vermicelli mix chicken flavor,247.0,6.6450000000000005,2.3850000000000002,49.67,1.52,0.95,22.5,0.11649999999999999,0.0,0.0,0.21000000000000002,14.0,3.273,0.062,0.3715,12.5,0.11699999999999999,1.8599999999999999,20.5,0.6609999999999999,81.0,21.2,0.91
rice and vermicelli mix rice pilaf flavor,253.5,6.68,2.535,50.99,0.895,0.8999999999999999,21.5,0.2665,0.01,2.05,0.15,173.5,3.9899999999999998,0.056999999999999995,0.385,56.0,0.1115,1.645,21.5,0.5845,101.0,21.35,0.7
rice bowl with chicken frozen entree,126.0,5.65,1.56,22.46,4.07,0.7,32.0,0.16,0.32,3.0,0.23,22.0,2.27,0.055,0.073,13.0,0.03,0.35,14.0,0.207,94.0,7.1,0.38
spaghettios mini beef ravioli in meat sauce,99.0,4.25,1.74,16.6,5.41,1.9,0.0,0.0,0.0,0.5,0.0,0.0,1.544,0.066,0.058,15.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0
spaghettios spaghetti in tomato and cheese sauce,80.0,2.78,0.6,15.87,5.16,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.067,0.06,8.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
spaghettios spaghettios  a to z's,67.0,2.38,0.4,13.89,4.76,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.19,0.101,0.06,60.0,0.0,0.71,16.0,0.0,79.0,0.0,0.12
spaghettios spaghettios  with meatballs   easy open,87.0,4.37,2.43,11.65,3.4,1.5,0.0,0.0,0.0,2.9,0.0,0.0,1.456,0.083,0.073,49.0,0.0,1.75,0.0,0.0,121.0,0.0,0.0
spaghettios spaghettios a to z's with meatballs,95.0,4.37,2.78,12.7,3.17,1.6,0.0,0.0,0.0,2.4,0.0,0.0,1.19,0.101,0.06,60.0,0.0,0.43,0.0,0.0,0.0,0.0,0.12
spaghettios spaghettios original,68.5,2.365,0.435,14.22,4.300000000000001,1.2999999999999998,0.0,0.0,0.0,0.5,0.0,0.0,1.0645,0.0905,0.08299999999999999,8.5,0.0,0.78,14.5,0.0,27.0,0.0,0.27
spaghettios spaghettios raviolios beef ravioli in meat sauce,106.0,4.37,3.17,15.08,3.57,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.101,0.06,16.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0
spaghettios spaghettios in meat sauce,69.0,3.17,0.79,12.3,4.76,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.067,0.06,60.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0
spaghettios spaghettios plus calcium,67.0,2.38,0.4,13.89,5.16,1.2,0.0,0.0,0.0,1.0,0.0,0.0,1.19,0.067,0.06,119.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0
spaghettios spaghettios with meatballs,95.0,4.37,2.78,12.7,3.17,1.6,0.0,0.0,0.0,2.4,0.0,0.0,1.19,0.067,0.06,60.0,0.0,1.43,16.0,0.0,79.0,0.0,0.6
spaghettios spaghettios with sliced franks,87.0,3.57,2.38,12.7,3.57,1.6,0.0,0.0,0.0,2.4,0.0,0.0,1.19,0.101,0.06,60.0,0.0,1.07,13.0,0.0,79.0,0.0,0.48
supper bakes meal kits cheesy chicken with pasta chicken not included,198.0,7.06,4.71,31.76,4.71,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits creamy stroganoff sauce with pasta,147.0,4.8,3.2,24.8,2.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits garlic chicken with pasta chicken not included,220.0,9.76,0.98,42.93,6.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits herb chicken with rice chicken not included,197.0,4.26,1.06,42.55,2.13,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits lemon chicken with herb rice chicken not included,210.0,4.26,1.06,45.74,3.19,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits savory pork chops with herb stuffing pork chop not included,181.0,5.91,1.18,36.64,4.73,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits southwestern style chicken w rice chicken not included,189.0,4.94,1.23,39.51,4.94,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper bakes meal kits traditional roast chicken with stuffing chicken not included,190.0,5.94,3.56,34.44,3.56,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swanson chicken a la king,71.0,4.7,4.03,4.03,0.67,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swanson chicken and dumplings,93.0,4.45,4.05,9.72,0.81,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
spaghetti with meatballs in tomato sauce,100.0,4.37,4.11,11.45,2.91,2.7,17.0,0.069,0.19,1.9,0.5,29.0,2.017,0.066,0.081,29.0,0.053,1.03,13.0,0.144,57.0,9.0,0.51
spaghetti with meat sauce frozen entree,90.0,5.05,1.01,15.24,2.6,1.8,9.0,0.07,0.06,5.4,0.5,72.0,0.177,1.333,0.122,18.0,0.125,1.25,15.0,0.213,49.0,11.9,0.51
spanish rice mix dry mix,244.0,6.944999999999999,2.0,49.595,2.81,2.3,16.5,0.172,0.0,0.0,0.765,0.0,4.813000000000001,0.2115,0.5545,23.5,0.1255,2.17,25.0,0.5055000000000001,95.5,21.35,0.665
taquitos frozen,285.5,9.305,12.665,33.545,1.48,2.8499999999999996,32.5,0.1595,0.23,0.0,1.19,106.0,3.6935000000000002,0.29300000000000004,0.331,100.5,0.101,2.5700000000000003,24.0,0.3745,134.5,16.05,0.88
tortellini pasta with cheese filling,307.0,13.5,7.23,47.0,0.95,1.9,38.0,0.043,0.16,0.0,0.16,117.0,2.696,0.31,0.313,152.0,0.08,1.5,21.0,0.0,212.0,23.9,1.02
turkey stuffing,128.0,6.97,3.89,16.32,4.82,1.3,44.0,0.177,0.33,0.8,0.24,29.0,3.057,0.252,0.138,27.0,0.056,0.79,18.0,0.157,106.0,7.9,0.48
turkey pot pie frozen entree,176.0,6.5,8.8,17.7,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
turnover cheese filled,235.0,10.24,9.45,27.29,7.87,1.6,52.0,0.095,0.94,0.0,0.79,92.0,1.575,0.201,0.236,276.0,0.093,1.85,23.0,0.0,47.0,14.9,1.26
yellow rice with seasoning dry packet mix,343.0,7.02,1.75,74.68,1.75,1.8,9.0,0.58,0.0,0.0,0.25,219.0,3.509,0.128,0.395,35.0,0.272,2.53,112.0,0.0,174.0,10.6,1.21
nuts acorn flour,501.0,7.49,30.17,54.65,0.0,0.0,3.0,0.688,0.0,0.0,0.0,114.0,2.382,0.154,0.146,43.0,0.611,1.21,110.0,1.743,103.0,0.0,0.64
nuts acorns,448.0,7.125,27.634999999999998,47.205,0.0,0.0,1.0,0.6114999999999999,0.0,0.0,0.0,101.0,2.1165000000000003,0.136,0.1305,47.5,0.7195,0.915,72.0,1.35,91.0,0.0,0.5900000000000001
nuts almond butter,614.0,20.96,55.5,18.82,5.35,10.3,0.0,0.103,0.0,0.0,24.21,53.0,3.155,0.939,0.041,347.0,0.934,3.49,279.0,2.131,508.0,2.4,3.29
nuts almond paste,458.0,9.0,27.74,47.81,36.25,4.8,0.0,0.036,0.0,0.1,13.54,73.0,1.422,0.414,0.082,172.0,0.454,1.6,130.0,0.856,258.0,4.2,1.48
nuts almonds,598.5555555555555,20.862222222222222,53.20333333333334,20.11555555555556,3.9911111111111115,11.122222222222224,0.0,0.107,0.0,0.07777777777777778,22.246666666666666,32.111111111111114,3.134,0.8376666666666667,0.10444444444444444,273.6666666666667,0.8989999999999999,3.5755555555555554,271.55555555555554,1.9845555555555556,411.3333333333333,2.6222222222222222,2.7244444444444444
nuts beechnuts,576.0,6.2,50.0,33.5,0.0,0.0,0.0,0.684,0.0,15.5,0.0,113.0,0.877,0.371,0.304,1.0,0.67,2.46,0.0,1.341,0.0,0.0,0.36
nuts brazilnuts,659.0,14.32,67.1,11.74,2.33,7.5,0.0,0.101,0.0,0.7,5.65,22.0,0.295,0.035,0.617,160.0,1.743,2.43,376.0,1.223,725.0,1917.0,4.06
nuts butternuts,612.0,24.9,56.98,12.05,0.0,4.7,6.0,0.56,0.0,3.2,0.0,66.0,1.045,0.148,0.383,53.0,0.45,4.02,237.0,6.56,446.0,17.2,3.13
nuts cashew butter,598.0,14.84,51.22,28.935000000000002,4.545,2.5,0.0,0.2275,0.0,0.0,2.54,61.5,1.3535,0.173,0.235,52.0,1.974,4.970000000000001,232.0,0.4075,422.5,10.4,4.795
nuts cashew nuts,572.4,16.503999999999998,46.418,31.119999999999997,5.1899999999999995,3.1799999999999997,0.0,0.315,0.0,0.22000000000000003,0.916,42.6,1.4668,0.17880000000000001,0.30979999999999996,42.6,2.1442,6.156000000000001,271.6,1.3286,527.0,16.779999999999998,5.536
nuts chestnuts,234.14285714285714,3.592142857142857,1.6485714285714284,51.07928571428572,0.7571428571428571,1.7785714285714285,3.4285714285714284,0.4316428571428572,0.0,32.050000000000004,0.03571428571428571,69.64285714285714,1.1749285714285713,0.15464285714285714,0.2730714285714286,34.214285714285715,0.5388571428571429,1.6421428571428573,65.14285714285714,1.4825000000000002,102.0,0.21428571428571427,0.8457142857142858
nuts coconut cream,343.5,2.4,25.494999999999997,29.93,25.75,1.2000000000000002,0.0,0.038,0.0,1.4,0.065,18.5,0.464,0.02,0.026,7.5,0.307,1.2049999999999998,22.5,1.0594999999999999,72.0,2.75,0.78
nuts coconut meat,527.1428571428571,4.3100000000000005,44.181428571428576,35.03285714285715,13.357142857142858,6.314285714285715,0.0,0.2145714285714286,0.0,1.2142857142857142,0.15285714285714283,10.142857142857142,0.5494285714285715,0.054,0.0462857142857143,19.0,0.538,2.5385714285714287,65.14285714285714,2.2048571428571426,149.85714285714286,8.771428571428572,1.6171428571428572
nuts coconut milk,209.66666666666666,1.9733333333333336,21.99,4.6433333333333335,1.1133333333333333,0.7333333333333334,0.0,0.030333333333333334,0.0,1.6333333333333335,0.049999999999999996,14.666666666666666,0.6893333333333334,0.0,0.02366666666666667,12.666666666666666,0.24133333333333332,1.9166666666666667,38.333333333333336,0.8310000000000001,85.0,2.066666666666667,0.6066666666666666
nuts coconut water liquid from coconuts,19.0,0.72,0.2,3.71,2.61,1.1,0.0,0.032,0.0,2.4,0.0,3.0,0.08,0.057,0.03,24.0,0.04,0.29,25.0,0.142,20.0,1.0,0.1
nuts formulated,634.5,13.465,60.0,22.235,0.0,5.2,0.0,0.371,0.0,0.1,0.0,133.5,1.5,0.3,0.35,24.0,0.1805,2.5,58.5,7.433999999999999,368.5,0.0,2.95
nuts ginkgo nuts,213.66666666666666,5.653333333333333,1.7666666666666666,44.050000000000004,0.0,3.1,33.333333333333336,0.389,0.0,17.8,0.0,64.33333333333333,7.118333333333333,0.10666666666666667,0.261,8.666666666666666,0.32533333333333336,0.9633333333333334,32.0,0.13366666666666668,149.0,0.16666666666666666,0.4066666666666667
nuts hazelnuts or filberts,634.3333333333334,14.56,61.43333333333334,17.1,4.239999999999999,10.033333333333333,2.0,0.5893333333333333,0.0,4.033333333333334,15.936666666666667,93.0,1.8,0.11533333333333333,0.48533333333333334,128.66666666666666,1.6916666666666667,4.126666666666666,165.33333333333334,8.125,303.3333333333333,3.533333333333333,2.3833333333333333
nuts hickorynuts,657.0,12.72,64.37,18.25,0.0,6.4,7.0,0.192,0.0,2.0,0.0,40.0,0.907,0.131,0.867,61.0,0.738,2.12,173.0,4.61,336.0,8.1,4.31
nuts macadamia nuts,717.3333333333334,7.829999999999999,75.97666666666667,13.343333333333334,4.283333333333334,8.200000000000001,0.0,0.331,0.0,0.8666666666666666,0.5599999999999999,10.333333333333334,2.340333333333333,0.11199999999999999,0.8716666666666667,75.0,0.632,2.9966666666666666,122.0,3.401,194.66666666666666,9.0,1.2933333333333332
nuts mixed nuts,605.75,17.9525,53.38625,22.923750000000002,3.3550000000000004,7.1375,0.375,0.295625,0.0,0.4875,6.285,57.625,4.806875,0.285125,0.2915,104.125,1.3185,3.19375,239.25,1.9038750000000002,446.125,83.72500000000001,3.94625
nuts pecans,708.2,9.314000000000002,74.194,13.396,4.005999999999999,9.48,5.4,0.19160000000000005,0.0,0.78,1.812,16.8,1.1802,0.11279999999999998,0.5012000000000001,69.6,1.1868,2.6140000000000003,125.4,3.9532,277.8,4.76,4.7219999999999995
nuts pilinuts,719.0,10.8,79.55,3.98,0.0,0.0,2.0,0.115,0.0,0.6,0.0,60.0,0.519,0.093,0.913,145.0,0.958,3.53,302.0,2.313,575.0,0.0,2.97
nuts pine nuts,651.0,12.629999999999999,64.675,16.19,1.795,7.199999999999999,1.0,0.10250000000000001,0.0,1.4,4.665,46.0,4.3785,0.225,0.8035000000000001,12.0,1.1795,4.295,242.5,6.5675,305.0,0.35,5.365
nuts pistachio nuts,564.3333333333334,20.723333333333333,45.01,28.516666666666666,7.713333333333334,10.033333333333333,15.666666666666666,1.3146666666666667,0.0,3.8666666666666667,2.38,51.0,1.3486666666666667,0.20933333333333334,0.7533333333333333,106.33333333333333,1.2953333333333334,3.9933333333333336,113.0,1.2286666666666666,476.0,9.0,2.2933333333333334
nuts walnuts,591.0,15.856666666666667,53.416666666666664,23.626666666666665,11.950000000000001,5.7,1.0,0.37333333333333335,0.0,1.0,0.9266666666666667,43.0,0.5316666666666666,0.09333333333333334,0.13266666666666668,76.66666666666667,0.9820000000000001,2.44,119.66666666666667,2.436666666666667,286.3333333333333,7.3,2.1533333333333333
seeds breadfruit seeds,188.66666666666666,6.3,3.53,33.78,0.0,5.333333333333333,13.333333333333334,0.34600000000000003,0.0,6.766666666666666,0.0,53.666666666666664,4.379333333333333,0.237,0.39399999999999996,61.0,1.1793333333333331,1.7233333333333334,55.333333333333336,0.1456666666666667,158.0,0.0,0.9199999999999999
seeds breadnut tree seeds,292.0,7.295,1.335,62.835,0.0,7.45,11.5,0.544,0.0,37.0,0.0,89.5,1.49,0.0975,0.042499999999999996,96.0,1.9495,3.3449999999999998,91.5,0.2405,122.5,0.95,1.52
seeds chia seeds,486.0,16.54,30.74,42.12,0.0,34.4,0.0,0.0,0.0,1.6,0.5,0.0,8.83,0.17,0.62,631.0,0.924,7.72,335.0,2.723,860.0,55.2,4.58
seeds cottonseed flour,345.5,45.394999999999996,3.805,38.32,0.0,1.5,22.0,0.7665,0.0,2.4,0.0,228.5,4.052,0.3975,2.0955,476.0,1.176,12.620000000000001,718.5,2.136,1592.0,2.8,11.649999999999999
seeds cottonseed kernels,506.0,32.59,36.29,21.9,0.0,5.5,22.0,0.782,0.0,9.0,0.0,233.0,3.0,0.255,0.75,100.0,1.2,5.4,440.0,2.181,800.0,0.0,6.0
seeds cottonseed meal,367.0,49.1,4.77,38.43,0.0,0.0,23.0,0.811,0.0,2.5,0.0,242.0,4.286,0.42,2.217,504.0,0.001,13.35,760.0,2.26,1684.0,0.0,12.32
seeds flaxseed,534.0,18.29,42.16,28.88,1.55,27.3,0.0,0.473,0.0,0.6,0.31,87.0,3.08,0.161,1.644,255.0,1.22,5.73,392.0,2.482,642.0,25.4,4.34
seeds lotus seeds,210.5,9.77,1.25,40.875,0.0,0.0,2.0,0.3985,0.0,0.0,0.0,66.0,1.0145,0.095,0.4055,103.5,0.22199999999999998,2.2399999999999998,133.0,1.4695,397.0,0.0,0.665
seeds pumpkin and squash seed kernels,569.0,29.97,49.04999999999999,13.376666666666667,1.3266666666666667,6.333333333333333,0.3333333333333333,0.11433333333333333,0.0,1.8333333333333333,1.1,57.333333333333336,4.615666666666667,0.151,0.1376666666666667,50.0,1.2976666666666665,8.32,564.0,4.507666666666667,1193.6666666666667,9.4,7.696666666666666
seeds pumpkin and squash seeds,446.0,18.55,19.4,53.75,0.0,18.4,3.0,0.037,0.0,0.3,0.0,9.0,0.286,0.052,0.034,55.0,0.69,3.31,262.0,0.496,92.0,0.0,10.3
seeds safflower seed kernels,517.0,16.18,38.45,34.29,0.0,0.0,3.0,1.17,0.0,0.0,0.0,160.0,2.284,0.415,1.163,78.0,1.747,4.9,353.0,2.014,644.0,0.0,5.05
seeds safflower seed meal,342.0,35.62,2.39,48.73,0.0,0.0,2.0,1.161,0.0,0.0,0.0,159.0,2.265,0.412,1.153,77.0,1.733,4.86,350.0,1.998,638.0,0.0,5.01
seeds sesame butter,590.0,17.648000000000003,52.416,22.164,0.098,7.620000000000002,3.0,0.28259999999999996,0.0,0.8400000000000001,0.05,98.4,5.8718,0.2846,1.184,417.6,2.108,8.286,200.2,1.3820000000000001,744.6,20.860000000000003,6.324
seeds sesame flour,413.6666666666667,40.413333333333334,16.913333333333334,32.42333333333334,0.0,0.0,3.0,0.14866666666666664,0.0,0.0,0.0,29.666666666666668,12.833999999999998,0.27499999999999997,2.5766666666666667,152.66666666666666,1.4590000000000003,14.563333333333334,353.6666666666667,1.4293333333333333,791.3333333333334,0.0,10.456666666666665
seeds sesame meal,567.0,16.96,48.0,26.04,0.0,0.0,3.0,0.146,0.0,0.0,0.0,30.0,12.816,0.275,2.573,153.0,1.457,14.55,346.0,1.427,774.0,0.0,10.23
seeds sesame seed kernels,588.3333333333334,18.12333333333333,52.403333333333336,21.27,0.48,15.133333333333333,3.0,0.2306666666666667,0.0,0.0,0.7266666666666666,102.33333333333333,5.558666666666666,0.3406666666666667,1.0363333333333333,107.33333333333333,1.438,7.3066666666666675,345.6666666666667,1.4313333333333336,738.3333333333334,34.4,9.063333333333334
seeds sesame seeds,569.0,17.345,48.835,24.595,0.15,12.9,0.0,0.796,0.0,0.0,0.125,97.5,4.548,0.249,0.797,982.0,3.276,14.655000000000001,353.5,2.4779999999999998,633.5,34.4,7.455
seeds sisymbrium sp. seeds,318.0,12.14,4.6,58.26,0.0,0.0,3.0,0.778,0.0,30.7,0.0,95.0,16.825,0.423,0.191,1633.0,0.11,0.11,314.0,1.512,6.0,0.0,0.3
seeds sunflower seed butter,617.0,17.28,55.2,23.32,10.54,5.7,0.0,0.55,0.0,2.7,22.89,237.0,6.747,0.163,0.053,64.0,1.597,4.12,311.0,2.073,666.0,104.4,4.89
seeds sunflower seed flour,326.0,48.06,1.61,35.83,0.0,5.2,2.0,0.753,0.0,1.3,0.0,222.0,7.313,0.266,3.187,114.0,1.713,6.62,346.0,1.975,689.0,58.2,4.95
seeds sunflower seed kernels,595.7142857142857,19.139999999999997,52.46571428571429,22.157142857142855,2.0428571428571427,10.414285714285715,0.42857142857142855,0.878142857142857,0.0,1.3142857142857143,22.86142857142857,235.0,5.582142857142857,0.2824285714285714,0.42600000000000005,72.28571428571429,1.8194285714285716,5.0042857142857144,156.42857142857142,2.0797142857142856,1080.5714285714287,61.457142857142856,5.228571428571429
seeds sunflower seed kernels from shell,546.0,19.33,49.8,15.31,2.73,9.0,0.0,0.804,0.0,1.4,26.1,237.0,7.042,0.246,0.106,70.0,1.83,3.8,129.0,2.11,1155.0,79.3,5.29
seeds watermelon seed kernels,557.0,28.33,47.37,15.31,0.0,0.0,0.0,0.089,0.0,0.0,0.0,58.0,3.55,0.145,0.19,54.0,0.686,7.28,515.0,1.614,755.0,0.0,10.24
bacon pre sliced,407.0,12.53,39.27,0.83,0.83,0.0,0.0,0.0,0.5,0.0,0.43,0.0,0.0,0.0,0.0,4.0,0.047,0.42,12.0,0.011,180.0,0.0,1.19
canadian bacon cooked,146.0,27.97,2.88,1.92,1.2,0.0,0.0,0.287,0.42,0.0,0.37,4.0,9.597,0.184,0.641,7.0,0.062,0.57,26.0,0.016,317.0,50.5,1.72
canadian bacon unprepared,111.0,20.24,2.76,1.29,0.9,0.0,0.0,0.243,0.36,0.0,0.21,4.0,7.234,0.14,0.513,6.0,0.054,0.43,20.0,0.016,238.0,37.4,1.21
hormel cure 81 ham,106.0,18.43,3.59,0.21,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.8,20.0,0.0,0.0,0.0,2.0
hormel always tender boneless pork loin,145.0,19.02,7.18,0.76,0.08,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.6,21.0,0.0,0.0,0.0,1.6
hormel always tender center cut chops,167.0,18.74,9.62,0.84,0.28,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,14.0,0.1,0.6,21.0,0.0,0.0,0.0,1.5
hormel always tender pork loin filets,118.0,17.83,4.16,1.79,0.22,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,20.0,0.0,0.0,0.0,1.3
hormel always tender pork tenderloin,114.5,17.705,3.4349999999999996,3.225,1.735,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,10.5,0.1,1.05,21.5,0.0,0.0,0.0,1.45
pork leg cap steak,123.0,21.64,3.39,0.0,0.0,0.0,0.0,0.553,0.64,0.0,0.08,1.0,7.092,0.423,0.525,7.0,0.057,0.84,22.0,0.009,207.0,25.2,3.18
pork leg sirloin tip roast,134.5,26.994999999999997,2.135,0.0,0.0,0.0,0.0,0.59,0.5549999999999999,0.0,0.095,0.5,7.433999999999999,0.4335,0.6285000000000001,5.0,0.0675,0.93,25.0,0.009,234.5,32.05,2.455
pork shoulder breast,144.5,25.505,3.9450000000000003,0.0,0.0,0.0,0.0,0.6315,0.74,0.0,0.09,1.0,10.007000000000001,0.4485,0.5935,7.0,0.07300000000000001,0.905,26.0,0.013000000000000001,234.5,29.75,2.19
pork shoulder petite tender,128.0,21.65,3.91,0.0,0.0,0.0,0.0,0.65,0.59,0.0,0.08,2.0,5.312,0.6,0.831,6.0,0.09,1.07,24.0,0.011,229.0,21.5,2.16
pork bacon,898.0,0.07,99.5,0.0,0.0,0.0,11.0,0.005,0.09,0.0,0.0,0.0,0.725,0.015,0.004,1.0,0.022,0.13,0.0,0.006,9.0,5.7,0.06
pork cured,194.6822429906542,20.148224299065426,12.030747663551404,1.0379439252336449,0.7412149532710284,0.0,7.074766355140187,0.36186915887850474,0.5981308411214952,1.0457943925233646,0.23392523364485965,2.0,5.413775700934578,0.20668224299065419,0.4648878504672897,8.345794392523365,0.16314953271028046,0.996822429906542,18.83177570093458,0.02386915887850465,245.34579439252337,30.251401869158883,2.16392523364486
pork fresh,218.53,23.338349999999988,13.254050000000005,0.0685,0.0,0.0,62.295,0.463105,1.224,1.0965000000000003,0.16589999999999996,4.04,6.093660000000005,0.33495000000000014,0.5511600000000003,20.075,0.10239000000000004,1.6418000000000013,21.115,0.020564999999999986,220.435,37.85850000000001,2.5288
pork ground,258.875,25.072499999999998,17.39125,0.5337500000000001,0.0,0.0,0.0,0.58275,0.91625,0.0,0.37124999999999997,2.25,8.48825,0.443625,0.38299999999999995,18.625,0.037375,1.065,21.125,0.012249999999999999,211.625,40.325,2.395
pork loin,158.0,27.57,4.41,0.0,0.0,0.0,0.0,0.43,0.69,0.0,0.1,1.0,8.205,0.387,0.481,7.0,0.073,0.97,23.0,0.01,221.0,32.1,4.11
pork oriental style,615.0,11.8,62.4,1.4,0.0,0.0,0.0,0.2,0.3,0.0,0.36,2.0,2.1,0.14,0.45,10.0,0.064,0.5,11.0,0.0,128.0,36.3,1.15
pork pickled pork hocks,171.0,19.11,10.54,0.0,0.0,0.0,23.0,0.064,0.51,0.0,0.17,1.0,1.1,0.068,0.08,19.0,0.082,1.14,6.0,0.022,60.0,26.3,2.38
pork shoulder,155.0,27.47,4.23,0.0,0.0,0.0,0.0,0.594,0.76,0.0,0.1,1.0,6.345,0.465,0.733,8.0,0.099,1.25,27.0,0.012,254.0,27.0,2.74
pork loin fresh,213.5,22.5,13.745,0.0,0.0,0.0,3.5,0.449,0.645,0.0,0.23500000000000001,0.0,7.5649999999999995,0.3395,0.4875,35.0,0.099,0.8999999999999999,17.0,0.009999999999999998,168.0,33.5,2.9850000000000003
usda commodity pork,192.8,18.927999999999997,12.42,0.25599999999999995,0.0,0.0,1.8,0.2626,1.1919999999999997,9.78,0.05600000000000001,3.8,3.8802,0.2132,0.47640000000000005,8.0,0.0866,1.078,20.8,0.026999999999999996,231.0,28.439999999999998,2.634
canada goose breast meat,133.0,24.31,4.02,0.0,0.0,0.0,11.0,1.077,4.1,0.0,0.57,0.0,6.56,1.523,0.284,4.0,0.443,5.91,29.0,0.05,256.0,0.0,1.68
chicken dark meat,146.0,25.34,5.0,0.0,0.0,0.0,6.0,0.413,0.41,0.0,0.23,4.0,5.913,0.297,0.102,12.0,0.08,1.1,20.0,0.009,197.0,30.8,2.64
chicken broiler,218.0,23.950909090909093,13.544545454545455,0.26181818181818184,0.2609090909090909,0.0,18.454545454545453,0.20881818181818182,0.45909090909090905,0.0,0.36,8.0,6.802636363636364,0.1861818181818182,0.06863636363636365,24.09090909090909,0.06436363636363636,0.8518181818181819,22.181818181818183,0.005090909090909091,235.54545454545453,29.636363636363637,1.6836363636363634
chicken broiler or fryers,144.2,28.567999999999994,3.2060000000000004,0.0,0.0,0.0,7.2,0.967,0.198,0.0,0.43600000000000005,1.8,10.2846,0.19419999999999998,0.0906,5.4,0.0382,0.434,30.6,0.011399999999999999,235.6,33.14,0.8320000000000001
chicken broilers or fryers,229.25641025641025,24.007606837606836,13.457094017094018,1.6311111111111114,0.0020512820512820513,0.022222222222222223,102.19658119658119,0.3321709401709403,0.6335897435897435,0.4435897435897436,0.21735042735042737,18.085470085470085,6.700239316239318,0.20320512820512823,0.07328205128205127,16.11965811965812,0.07417094017094018,1.3947008547008548,21.376068376068375,0.031239316239316212,173.04273504273505,24.24102564102564,1.9837606837606834
chicken canned,175.0,23.535,8.025,0.45,0.0,0.0,43.5,0.27,0.645,1.0,0.29000000000000004,3.0,4.3645,0.1145,0.0075,14.0,0.048,1.44,15.5,0.0075,132.0,17.1,1.955
