,Item,Footprint,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Cluster_ID
74,bread irish soda,1.6,0.32222222222222224,0.11114853486022228,0.05,0.6501799605247882,0.0,0.12682926829268293,0.04597701149425287,0.07477477477477477,0.0007042253521126761,0.004210526315789474,0.0,0.046720000000000005,0.09161904761904761,0.06560975609756099,0.046309246309246314,0.013828818575792672,0.04661168877733955,0.16604938271604938,0.1111111111111111,0.04117367705624312,0.018020866266202973,0.08247422680412371,0.047107438016528926,30
75,bread italian,1.355,0.3011111111111111,0.14819804648029639,0.035,0.5805178218971323,0.01353334420348932,0.13170731707317074,0.0,0.04324324324324324,0.0,0.0,0.04617834394904458,0.19456,0.16689523809523812,0.07121951219512196,0.0735042735042735,0.013316640110022572,0.0684833273574758,0.1814814814814815,0.13043478260869565,0.05381573564534313,0.01628201074928865,0.1402061855670103,0.07107438016528926,30
76,bread naan indian bread,0.267,0.32055555555555554,0.16689120916133376,0.06175,0.5610124230813887,0.05666068808087397,0.17073170731707318,0.0009578544061302681,0.10045045045045044,0.0,0.0,0.1679936305732484,0.00512,0.17942857142857144,0.08414634146341464,0.07428127428127429,0.012206920100854024,0.051452133381140186,0.15370370370370373,0.22946859903381642,0.1109949547685202,0.022763199494151124,0.10128865979381442,0.08471074380165289,32
77,bread oat bran,1.35,0.275,0.18356348939036712,0.046,0.48473238128410545,0.13174629055926954,0.22926829268292684,0.0019157088122605363,0.050900900900900894,0.0,0.0,0.0732484076433121,0.07168000000000001,0.18302857142857146,0.08402439024390244,0.07358197358197359,0.011609378557455577,0.04714951595553962,0.2021604938271605,0.16666666666666666,0.08924829435149037,0.02031299399304458,0.16237113402061856,0.08016528925619834,35
78,bread oatmeal,1.62,0.31166666666666665,0.14819804648029639,0.046,0.5874840357598979,0.13843143649111367,0.20243902439024392,0.004789272030651341,0.06081081081081081,0.00035211267605633805,0.0007894736842105263,0.0804140127388535,0.051840000000000004,0.11817142857142858,0.057926829268292686,0.05796425796425797,0.011780104712712276,0.07816421656507709,0.17407407407407408,0.18840579710144928,0.11377852730190001,0.020787227315839395,0.13221649484536083,0.08801652892561983,35
79,bread pan dulce,0.4179028,0.4077777777777778,0.15863927248231727,0.1158,0.6545918959712064,0.2038154247513452,0.1121951219512195,0.004789272030651341,0.05135135135135135,0.0015492957746478873,0.00631578947368421,0.04617834394904458,0.09920000000000001,0.13192380952380953,0.056097560975609764,0.058585858585858595,0.014682449352076169,0.043384725708139116,0.1771604938271605,0.11594202898550723,0.05335180688977983,0.014859310780904206,0.13505154639175257,0.06942148760330578,19
80,bread paratha indian bread,0.41262018,0.3622222222222222,0.10710676995621421,0.132,0.526529664460699,0.06766672101744661,0.46829268292682924,0.0019157088122605363,0.07207207207207207,0.0,0.0,0.21496815286624205,0.0064,0.06971428571428573,0.01853658536585366,0.017094017094017096,0.004268153881417491,0.05234851201147364,0.09938271604938273,0.178743961352657,0.1222452270909303,0.018969332911792605,0.03659793814432989,0.06776859504132231,16
81,bread pita,0.797533333,0.3022222222222222,0.15717974626136746,0.01666666667,0.6439877704632533,0.011522365351377793,0.19186991868292685,0.0,0.09999999999999999,0.0,0.0,0.04830148614649681,0.0477866666688,0.12208253969523811,0.04097560975609757,0.06241906247086248,0.01064193034376519,0.07481773646468268,0.145679012345679,0.1948470209178744,0.1044612914996644,0.019707029196964907,0.12216494845360824,0.08815427,32
82,bread potato,0.854880238,0.29555555555555557,0.210508588750421,0.0313,0.5464994775339603,0.15294309473340945,0.3073170731707317,0.022988505747126436,0.20900900900900898,0.002112676056338028,0.0,0.07484076433121019,0.09536000000000001,0.04761904761904762,0.025853658536585368,0.02921522921522922,0.03209651718825953,0.03370383650053783,0.1388888888888889,0.13526570048309178,0.029343493789378904,0.05833069870376226,0.04896907216494845,0.11900826446280992,1
83,bread pound cake type,1.48,0.43333333333333335,0.11889525092623777,0.1745,0.5954951817020783,0.29512473503994785,0.08292682926829269,0.0,0.04504504504504504,0.0,0.0,0.22611464968152864,0.0,0.17904761904761907,0.04390243902439025,0.01087801087801088,0.007853403141808183,0.010756543564001433,0.1358024691358025,0.09178743961352656,0.030155369111614684,0.047423332279481506,0.06958762886597938,0.0512396694214876,27
84,bread protein,2.333,0.3,0.22229706972044455,0.024,0.5584581446650413,0.023479536931354964,0.16097560975609757,0.0,0.06306306306306306,0.0,0.0,0.057324840764331204,0.09536000000000001,0.16156190476190477,0.09487804878048782,0.04926184926184927,0.023218757114911153,0.07350304768734313,0.2814814814814815,0.27053140096618356,0.09313369767933305,0.02987669933607335,0.1865979381443299,0.09669421487603305,13
85,bread protein includes gluten,1.36,0.2722222222222222,0.2037723139104075,0.022000000000000002,0.5085336119818878,0.023479536931354964,0.14634146341463417,0.0,0.06396396396396395,0.0,0.0,0.057324840764331204,0.11072000000000001,0.1633904761904762,0.09609756097560977,0.05594405594405595,0.021170043251830757,0.14951595553961994,0.25617283950617287,0.3140096618357488,0.17072578204729544,0.029244388239013597,0.16958762886597936,0.15041322314049588,13
86,bread pumpernickel,1.020266667,0.2916666666666667,0.15325025261030648,0.0325,0.5787762684314409,0.009049404858959727,0.33170731707317075,0.0,0.1126126126126126,0.0,0.0,0.07006369426751592,0.08416000000000001,0.1171047619047619,0.07390243902439025,0.047707847707847716,0.012121557023225675,0.10792398709214772,0.18580246913580248,0.2753623188405797,0.1588376076859858,0.029481504900411005,0.1324742268041237,0.12809917355371903,13
87,bread raisin,0.7441,0.312962963,0.13697092174132702,0.045333333329999996,0.625024188203878,0.0644600249959237,0.21626016258536587,0.0,0.061861862162162155,0.0,0.0010526315789473684,0.03131634824840764,0.072106666688,0.10605714285714286,0.0781300812195122,0.04195804195804197,0.011609378557455577,0.07302497920401577,0.16213991771604938,0.12882447666666666,0.05980814877669651,0.017704710717673097,0.07164948453608247,0.06115702479338843,35
88,bread reduced calorie,0.824,0.23648148144444445,0.15779723812731555,0.03136666667,0.505185959247649,0.05022012065873146,0.48048780487804876,0.0,0.06216216216216216,0.0009859154929577466,0.0010526315789473684,0.03503184713375796,0.069866666688,0.1318920635047619,0.05565040658536586,0.05612535617715619,0.016304347827014815,0.06997729186088203,0.18930041154320987,0.178743961352657,0.09085271459248608,0.0192591421593424,0.1272336769587629,0.08842975206611571,1
89,bread rice bran,3.294,0.2816666666666667,0.15661839003031322,0.048,0.5271101822825961,0.07948801565302463,0.24878048780487805,0.0,0.2144144144144144,0.0,0.0,0.10828025477707007,0.07776000000000001,0.25660952380952384,0.07231707317073172,0.0948717948717949,0.012292283178482374,0.06561491574040874,0.23240740740740742,0.37681159420289856,0.1801203393474523,0.02782168827062915,0.15438144329896908,0.11115702479338843,13
90,bread roll,0.503,0.35333333333333333,0.1793533176153587,0.057999999999999996,0.6475095785440614,0.05788358062938203,0.10731707317073172,0.0009578544061302681,0.09459459459459459,0.001830985915492958,0.0010526315789473684,0.0,0.11264,0.2127619047619048,0.10487804878048781,0.10567210567210569,0.006999772365524686,0.048404446038006456,0.24074074074074076,0.14492753623188406,0.07886788844576148,0.017546632943408157,0.19999999999999998,0.07272727272727272,35
91,bread rye,27.7232718,0.3016666666666667,0.15072414954530142,0.0345,0.5886450714036922,0.06587314527963477,0.2975609756097561,0.0,0.06711711711711711,0.0,0.0015789473684210526,0.055732484076433116,0.09568,0.14415238095238095,0.08134146341463416,0.06340326340326341,0.013060550877137523,0.06991753316600932,0.18302469135802468,0.20048309178743962,0.10026660229611882,0.020787227315839395,0.16726804123711342,0.0987603305785124,35
92,bread wheat,19.54409099,0.30296296300000003,0.1927697317278545,0.0322,0.5741708270056891,0.0941899016305234,0.29105691058536587,0.0,0.1033033036036036,0.0,0.0007017543842105263,0.042993630573248405,0.07701333331200001,0.20730158731428572,0.07235772365853659,0.07065527070707071,0.05588436148166881,0.06047567837934743,0.2565843621604938,0.2093397745410628,0.12325040609997819,0.023184740230793553,0.1345360824742268,0.09944903578512397,35
93,bread wheat bran,71.39276803,0.27555555555555555,0.14819804648029639,0.034,0.5549750377336584,0.15783466492744172,0.1951219512195122,0.0,0.15855855855855852,0.0,0.0,0.05095541401273885,0.10304,0.16769523809523812,0.07,0.06169386169386171,0.012633735488995775,0.07923987092147723,0.1895061728395062,0.3913043478260869,0.19345829106989726,0.029244388239013597,0.15979381443298968,0.11157024793388431,13
94,bread wheat germ,9.900066667,0.30777777777777776,0.17093297406534186,0.031000000000000003,0.5956112852664577,0.06416109571172347,0.10731707317073172,0.0,0.07882882882882881,0.0009859154929577466,0.0013157894736842105,0.08598726114649681,0.10304,0.1723047619047619,0.09195121951219513,0.054467754467754474,0.016133621671758115,0.07278594478307637,0.22623456790123458,0.15942028985507245,0.12201326271314865,0.023395510591210877,0.14871134020618557,0.10082644628099173,6
95,bread white,5.342395344,0.3107407407777778,0.1421634669417312,0.038716666670000004,0.6018421765935215,0.04000217402576227,0.09349593497560976,0.005427841635057471,0.0548048045045045,0.0003990610281690141,0.0001754385947368421,0.018046709076433118,0.09546666668800001,0.1518730158857143,0.08101626024390245,0.06917896923076924,0.016475073982271517,0.04362376012907852,0.20010288067901236,0.10869565217391304,0.050974172017517895,0.016044894087891243,0.10309278350515463,0.05440771347107438,30
96,bread whole wheat,5.7,0.3169444444444444,0.19501515661839,0.047175,0.5853651457099733,0.07406652535463885,0.34024390243902436,0.0,0.19099099099099096,0.0,0.0,0.19466560509554137,0.041760000000000005,0.17234285714285716,0.055060975609756105,0.05202020202020203,0.015365353973102968,0.12800286841161707,0.18410493827160496,0.4154589371980676,0.2513044077791966,0.035844135314574775,0.2054123711340206,0.14607438016528926,13
97,bread crumbs dry,8.475714286,0.43222222222222223,0.23139104075446276,0.053899999999999997,0.8154533844189017,0.09734224686124246,0.22926829268292684,0.004789272030651341,0.13153153153153152,0.004929577464788732,0.007105263157894737,0.027070063694267517,0.11104000000000001,0.24371428571428574,0.09975609756097562,0.14980574980574982,0.031157523334347684,0.0894585873072786,0.30092592592592593,0.214975845410628,0.11035705272962065,0.02703129939930446,0.1286082474226804,0.11900826446280992,2
98,bread sticks plain,3.4,0.4577777777777778,0.20208824520040414,0.095,0.794148380355277,0.020544594814935594,0.14634146341463417,0.0,0.06576576576576576,0.0,0.0,0.160828025477707,0.1632,0.20118095238095238,0.13487804878048784,0.09153069153069154,0.0037559754156473923,0.06740767300107565,0.26419753086419756,0.15458937198067632,0.06460207921218993,0.01912741068605754,0.19329896907216496,0.07272727272727272,2
99,bread stuffing bread,10.24,0.31277777777777777,0.11956887841023911,0.06,0.5683269476372925,0.08462416435675853,0.14878048780487804,0.05651340996168582,0.08648648648648648,0.0002112676056338028,0.0,0.14171974522292993,0.08928000000000001,0.13792380952380953,0.062317073170731714,0.056876456876456885,0.011011837014057127,0.05557547508067408,0.1512345679012346,0.12560386473429952,0.04424720506185001,0.01446411634524186,0.2520618556701031,0.05,35
100,bread stuffing cornbread,7.55,0.31555555555555553,0.10862243179521723,0.065,0.5723905723905724,0.07084624164356758,0.4195121951219512,0.04118773946360153,0.08288288288288287,0.00014084507042253522,0.01131578947368421,0.06767515923566879,0.13696,0.11657142857142859,0.05365853658536586,0.04864024864024865,0.008877760073348381,0.0532448906418071,0.129320987654321,0.13768115942028986,0.03728827372840046,0.01161871640847297,0.15541237113402062,0.04049586776859504,16
101,breakfast tart low fat,11.8655,0.41333333333333333,0.06719434152913438,0.0599,0.8916753744339952,0.07940648948312409,0.07317073170731708,0.2729885057471264,0.3423423423423423,0.0,0.019999999999999997,0.08439490445859872,0.08512,0.14476190476190476,0.13390243902439028,0.04428904428904429,0.007511950831294785,0.02617425600573682,0.2111111111111111,0.21256038647342995,0.0,0.014701233006639268,0.06649484536082474,0.023140495867768597,26
102,cake angelfood,9.288191958,0.2861111111111111,0.10104412260020207,0.0055000000000000005,0.6763032625101592,0.24873634436654168,0.041463414634146344,0.0,0.016666666666666663,0.0006338028169014084,0.0,0.0007961783439490445,0.027520000000000003,0.02007619047619048,0.08451219512195123,0.015073815073815076,0.01912132938875036,0.02617425600573682,0.02314814814814815,0.04830917874396135,0.008582681977921102,0.04394562124565286,0.05824742268041237,0.008264462809917356,6
103,cake boston cream pie,8.647,0.28,0.04041764904008083,0.085,0.4980842911877395,0.5887819990216859,0.06829268292682926,0.022988505747126436,0.02342342342342342,0.0022535211267605635,0.0010526315789473684,0.023885350318471336,0.01152,0.007276190476190477,0.06585365853658538,0.06340326340326341,0.003926701570904092,0.015059160989602008,0.02345679012345679,0.02898550724637681,0.005799109444541286,0.0077458109389819795,0.0211340206185567,0.01322314049586777,18
104,cake carrot,8.2,0.46111111111111114,0.08588750421017176,0.098,0.9195402298850576,0.0,0.0,0.09291187739463601,0.07117117117117117,0.0005633802816901409,0.00631578947368421,0.0,0.06656000000000001,0.084,0.04146341463414635,0.04118104118104119,0.029364898704152338,0.017927572606669058,0.11111111111111112,0.03864734299516908,0.06123859573435597,0.03904521024343977,0.07680412371134021,0.01652892561983471,26
105,cake cherry fudge with chocolate frosting,8.18,0.29333333333333333,0.04041764904008083,0.125,0.44119354464182053,0.5370944073047448,0.058536585365853655,0.07375478927203065,0.05405405405405404,0.0029577464788732395,0.07157894736842105,0.11942675159235669,0.008320000000000001,0.02666666666666667,0.04634146341463415,0.004662004662004663,0.008194855452321584,0.020437432771602725,0.06790123456790124,0.09178743961352656,0.007770806655685323,0.016598166297818528,0.01752577319587629,0.023140495867768597,18
106,cake chocolate,14.27333333,0.4262962963333333,0.0751094644661502,0.1443,0.7213901466388019,0.4320343497472689,0.09918699185365853,0.0006385696044061303,0.02162162162162162,0.0030985915492957746,0.0007017543842105263,0.2643312101910828,0.031360000000000006,0.054946031733333345,0.03577235780487805,0.018181818181818184,0.012690644206845587,0.08306441986375045,0.15576131685185188,0.16747181966183572,0.031779119756086244,0.02787438085678154,0.039518900345360826,0.056473829173553716,24
107,cake fruitcake,14.07556667,0.36,0.04883799259009767,0.091,0.715197956577267,0.44708951573455086,0.1804878048780488,0.006704980842911877,0.041441441441441434,0.00014084507042253522,0.002631578947368421,0.14331210191082802,0.02048,0.03013333333333334,0.024146341463414638,0.007770007770007772,0.005633963123471088,0.017927572606669058,0.12777777777777777,0.07729468599033816,0.025516081555981656,0.008220044261776794,0.010309278350515464,0.022314049586776862,18
108,cake gingerbread,18.85333333,0.44055555555555553,0.06988885146513978,0.151,0.7186810635086498,0.3800750040763085,0.041463414634146344,0.006704980842911877,0.10405405405405405,0.0004225352112676056,0.0007894736842105263,0.01592356687898089,0.04096,0.08167619047619049,0.04902439024390245,0.04118104118104119,0.014084907808677721,0.07906059519541055,0.23395061728395064,0.21980676328502413,0.07185096601786653,0.02213088839709137,0.04742268041237113,0.030991735537190084,31
109,cake marble,3.228266612,0.4622222222222222,0.05725833614011451,0.11699999999999999,0.9230233368164403,0.582259905429643,0.14146341463414633,0.0009578544061302681,0.02252252252252252,0.0,0.0,0.13535031847133758,0.0352,0.058895238095238105,0.03170731707317074,0.02812742812742813,0.012975187799509173,0.048404446038006456,0.1,0.08695652173913043,0.016121524255824773,0.04347138792285805,0.013402061855670104,0.02892561983471074,9
110,cake pineapple upside down,1.7425,0.35444444444444445,0.058942404850117876,0.121,0.5863230001161036,0.0,0.039024390243902446,0.05938697318007662,0.03063063063063063,0.0011267605633802818,0.00631578947368421,0.0,0.024960000000000003,0.04533333333333334,0.038048780487804884,0.02377622377622378,0.020487138630803956,0.031193976335604157,0.09135802469135802,0.06280193236714976,0.04059376611178899,0.012962377489724945,0.04845360824742268,0.0256198347107438,16
111,cake pound,27.20904498,0.4071111111111111,0.0923543280565847,0.14532,0.6236619064205272,0.31459318441219636,0.045853658536585365,0.032375478927203064,0.02234234234234234,0.0018028169014084508,0.0002105263157894737,0.021019108280254776,0.023808000000000003,0.035139047619047625,0.05292682926829269,0.01693861693861694,0.00921921238386178,0.018931516672642524,0.08975308641975309,0.05507246376811594,0.014289005671349728,0.021277268416060702,0.03515463917525773,0.03487603305785124,6
112,cake shortcake,18.00556969,0.3844444444444444,0.10272819131020544,0.142,0.5631022872402184,0.0,0.0,0.017241379310344827,0.02702702702702702,0.0009859154929577466,0.0010526315789473684,0.0,0.05312000000000001,0.09801904761904763,0.06634146341463416,0.048329448329448334,0.03499886182762343,0.027249910362136965,0.15679012345679014,0.07729468599033816,0.03827412233397248,0.022605121719886184,0.08762886597938144,0.03966942148760331,16
113,cake snack cakes,3.751428571,0.44083333333333335,0.06113169417312225,0.129025,0.7726692209450831,0.5633050709277678,0.41463414634146345,0.0028735632183908046,0.11711711711711711,0.002359154929577465,0.002631578947368421,0.1588375796178344,0.04544,0.08469523809523812,0.055548780487804886,0.03088578088578089,0.021852947872857555,0.0863212621011115,0.15910493827160496,0.26570048309178745,0.02290648230593808,0.028453999367688904,0.08067010309278351,0.09028925619834711,0
114,cake sponge,1.432598057,0.32611111111111113,0.10693836308521386,0.035,0.6890746545918961,0.2988749388553726,0.012195121951219513,0.05795019157088122,0.049999999999999996,0.004295774647887324,0.0,0.01910828025477707,0.03968,0.05973333333333334,0.06951219512195123,0.03123543123543124,0.00956066469437518,0.021154535675869484,0.13271604938271606,0.04830917874396135,0.021862642605920645,0.018732216250395197,0.0711340206185567,0.04545454545454546,6
115,cake white,1.437,0.43466666666666665,0.06938363085213876,0.1002,0.8403575989782887,0.4625142670797326,0.031219512195121955,0.005172413793103448,0.018738738738738735,0.0006197183098591549,0.00031578947368421053,0.01019108280254777,0.04684800000000001,0.06389333333333334,0.04146341463414635,0.029930069930069934,0.01365809242053597,0.021154535675869484,0.0808641975308642,0.050241545893719805,0.03085126224495964,0.03202655706607651,0.02979381443298969,0.02396694214876033,5
116,cake yellow,5.786150705,0.43873015877777777,0.06796420151566183,0.1152285714,0.8105355691396727,0.39251356823740424,0.047386759560975614,0.011357416532567048,0.03539253513513513,0.0013480885352112676,0.00030075187894736843,0.16787989076433119,0.049097142854400005,0.0519020408,0.037456446097560984,0.024819624864024867,0.020877369845258214,0.02632792076012908,0.08977072308641976,0.05314009661835749,0.02314673117549001,0.03601915000000001,0.024742268041237112,0.026682408512396696,5
117,cake mix angelfood,4.025,0.4066666666666667,0.10778039744021556,0.0027,1.0,1.0,0.024390243902439025,0.0,0.008108108108108107,0.0007042253521126761,0.0,0.0,0.038400000000000004,0.010171428571428573,0.06512195121951221,0.0,0.026121101754275046,0.03370383650053783,0.01666666666666667,0.05314009661835749,0.016469470822497247,0.05327220992728423,0.06494845360824741,0.01322314049586777,26
118,cake mix pudding,4.025,0.3888888888888889,0.07022566520714044,0.032400000000000005,0.94334146058284,0.6869395075819339,0.10243902439024391,0.0009578544061302681,0.03153153153153153,0.0,0.0,0.012738853503184712,0.0512,0.0881904761904762,0.056341463414634155,0.0358974358974359,0.03226724334351623,0.055934026532807456,0.18580246913580248,0.10628019323671498,0.012178129833536699,0.04647486563389188,0.015979381443298968,0.03471074380165289,9
119,cheesecake prepared from mix no bake type,7.9325,0.30444444444444446,0.09262377905018523,0.127,0.41216765354696394,0.0,0.09268292682926829,0.09195402298850575,0.04684684684684684,0.0043661971830985915,0.002631578947368421,0.0,0.02432,0.01878095238095238,0.06414634146341465,0.018803418803418806,0.029364898704152338,0.010397992111868053,0.029012345679012345,0.09178743961352656,0.013917862666899084,0.03699019917799558,0.02422680412371134,0.03801652892561984,12
120,cinnamon buns frosted includes honey buns,17.94,0.5022222222222222,0.07494105759514988,0.2661,0.5642633228840126,0.4190445132887657,0.058536585365853655,0.0,0.03423423423423423,0.0022535211267605635,0.0015789473684210526,0.18312101910828024,0.06976,0.09158095238095239,0.03365853658536586,0.03278943278943279,0.031242886411976034,0.02223019003226963,0.08456790123456791,0.06763285024154589,0.033866799156121105,0.020708188428706926,0.06701030927835051,0.043801652892561986,24
121,coffeecake cheese,3.49622331,0.37666666666666665,0.11788480970023575,0.152,0.5143387902008592,0.0,0.04878048780487805,0.08237547892720307,0.052252252252252246,0.004788732394366197,0.0005263157894736842,0.0,0.033920000000000006,0.025980952380952386,0.030487804878048783,0.01631701631701632,0.010072843160145279,0.018644675510935817,0.03950617283950618,0.07246376811594203,0.01994893648922202,0.015965855200758775,0.06855670103092784,0.048760330578512395,16
122,coffeecake cinnamon with crumb topping,4.239098846,0.44166666666666665,0.10062310542270123,0.1705,0.6498897016138396,0.2936980270666884,0.08536585365853659,0.02586206896551724,0.033333333333333326,0.0017605633802816902,0.0013157894736842105,0.012738853503184712,0.05152,0.06268571428571429,0.03835365853658537,0.031157731157731162,0.016731163215156566,0.05548583721764073,0.09290123456790124,0.09782608695652173,0.04703077759522983,0.027149857730003165,0.06443298969072164,0.04979338842975207,27
123,coffeecake creme filled with chocolate frosting,4.1,0.36777777777777776,0.0842034355001684,0.10800000000000001,0.6246371763613143,0.0,0.0975609756097561,0.035440613026819924,0.036936936936936934,0.0028169014084507044,0.0005263157894736842,0.0,0.03712,0.032,0.01804878048780488,0.012432012432012434,0.006487593899754587,0.025098601649336683,0.031481481481481485,0.07246376811594203,0.022036615889256886,0.011855833069870376,0.07422680412371134,0.03636363636363636,16
124,coffeecake fruit,5.106728977,0.34555555555555556,0.08757157292017513,0.102,0.5979333565540462,0.0,0.12195121951219512,0.006704980842911877,0.033333333333333326,0.00028169014084507044,0.004210526315789474,0.0,0.04288,0.09801904761904763,0.04634146341463415,0.005749805749805751,0.007682676986551484,0.010756543564001433,0.15000000000000002,0.08212560386473429,0.02783572533379817,0.018653177363262725,0.08505154639175258,0.05371900826446281,16
125,cookie butter or sugar,3.24822457,0.5588888888888889,0.06904681711013808,0.23500000000000001,0.7991408336235923,0.5511169085276374,0.09268292682926829,0.0,0.02342342342342342,0.0004225352112676056,0.0,0.28821656050955413,0.060160000000000005,0.08000000000000002,0.04634146341463415,0.052836052836052846,0.0032437969498772933,0.13087128002868412,0.1506172839506173,0.06280193236714976,0.0,0.011697755295605438,0.04639175257731959,0.01652892561983471,3
126,cookie chocolate,2.07,0.5633333333333334,0.07578309195015155,0.242,0.7879948914431675,0.5217674873634437,0.1121951219512195,0.0,0.020720720720720717,0.00028169014084507044,0.0,0.44426751592356684,0.05888,0.09523809523809525,0.04634146341463415,0.04506604506604507,0.0025608923288504945,0.09573323771961277,0.1851851851851852,0.12077294685990338,0.0,0.011855833069870376,0.06082474226804124,0.024793388429752067,3
127,cookie vanilla with caramel,2.075,0.5433333333333333,0.058942404850117876,0.258,0.7442238476721236,0.5837273764878526,0.21463414634146344,0.005747126436781609,0.04504504504504504,0.0005633802816901409,0.0010526315789473684,0.38535031847133755,0.02688,0.045714285714285714,0.02926829268292683,0.02175602175602176,0.006829046210267985,0.13624955181068482,0.19753086419753088,0.14492753623188406,0.026327956878217436,0.012013910844135316,0.04845360824742268,0.04132231404958678,0
128,cookies animal,4.305,0.5655555555555556,0.050522061300101034,0.24100000000000002,0.8137698827354001,0.670145116582423,0.04390243902439025,0.0,0.012612612612612612,0.0,0.0,0.1480891719745223,0.060160000000000005,0.06476190476190477,0.03658536585365854,0.04351204351204352,0.001024356931540198,0.018644675510935817,0.09691358024691359,0.033816425120772944,0.0,0.0007903888713246918,0.05824742268041237,0.019834710743801654,3
129,cookies animal crackers includes arrowroot,0.73,0.4955555555555556,0.11620074099023239,0.138,0.8603274120515501,0.37991195173650744,0.05365853658536586,0.0,0.019819819819819815,0.0007042253521126761,0.0,0.01910828025477707,0.10560000000000001,0.13219047619047622,0.07951219512195123,0.05439005439005439,0.007341224676038084,0.05629257798494084,0.1697530864197531,0.08695652173913043,0.04906046590081927,0.018020866266202973,0.03608247422680412,0.05289256198347108,5
130,cookies brownies,2.812144286,0.4613333333333333,0.06961940047153924,0.16496,0.7725066759549519,0.24568726561226154,0.16975609756097562,0.03773946360153256,0.04018018018018018,0.0007042253521126761,0.0006315789473684211,0.023566878980891718,0.03968,0.055360000000000006,0.044780487804878054,0.027288267288267293,0.003994992033006771,0.07830763714593045,0.11839506172839506,0.15362318840579708,0.029389886664935236,0.013626304141637686,0.03639175257731959,0.0484297520661157,31
131,cookies butter,3.16,0.5188888888888888,0.10272819131020544,0.188,0.7999535585742484,0.16500896787868904,0.039024390243902446,0.15565134099616856,0.03243243243243243,0.0050704225352112674,0.0,0.04617834394904458,0.041920000000000006,0.06685714285714286,0.04951219512195123,0.03387723387723388,0.00495105850244429,0.07171029042667623,0.07746913580246913,0.05797101449275362,0.01971697211144037,0.01612393297502371,0.021649484536082474,0.03140495867768595,7
132,cookies chocolate chip,2.095343049,0.526,0.08231727854496462,0.22763000000000003,0.7555091141298039,0.29461927278656447,0.0824390243902439,0.02921455938697318,0.039009009009009006,0.0004929577464788733,0.0002631578947368421,0.09697452229299362,0.042688000000000004,0.0712,0.0476829268292683,0.031763791763791765,0.00462667880745656,0.09440659734671925,0.1782716049382716,0.16956521739130434,0.05550907560314919,0.013831805248182106,0.026237113402061855,0.05363636363636364,24
133,cookies chocolate sandwich,0.494625,0.5197777777777778,0.06931626810373862,0.2108,0.8121908742598398,0.6429479863036035,0.17365853658536587,0.0007662835249042146,0.02162162162162162,0.00030985915492957747,0.0,0.2949044585987261,0.05145600000000001,0.0923352380952381,0.05160975609756098,0.03794871794871795,0.005804689278727788,0.09996414485478666,0.3823456790123457,0.1671497584541063,0.04574337529854165,0.016376857413847614,0.03443298969072165,0.052396694214876034,0
134,cookies chocolate wafers,0.6,0.4811111111111111,0.11114853486022228,0.142,0.8440729130384305,0.610304907875428,0.16585365853658537,0.0028735632183908046,0.045945945945945935,0.0012676056338028169,0.0,0.11464968152866241,0.048,0.10887619047619049,0.06487804878048782,0.031546231546231554,0.005292510812957689,0.16600932233775548,0.24753086419753087,0.25603864734299514,0.08072360346801469,0.020866266202971863,0.029381443298969072,0.09008264462809919,0
135,cookies coconut macaroon,0.658,0.5111111111111111,0.05085887504210171,0.2255,0.7107860211308488,0.7363443665416599,0.24878048780487805,0.0,0.08648648648648648,0.0,0.0,0.030254777070063694,0.0019200000000000003,0.008380952380952381,0.014634146341463415,0.0031080031080031084,0.0008536307762834982,0.09645034062387953,0.050617283950617285,0.1400966183574879,0.0,0.010749288650015808,0.03505154639175258,0.0603305785123967,9
136,cookies fig bars,2.43,0.38666666666666666,0.062310542270124614,0.073,0.8231742714501337,0.755910647317789,0.224390243902439,0.008620689655172414,0.06756756756756756,0.0012676056338028169,0.0015789473684210526,0.1035031847133758,0.033920000000000006,0.0713904761904762,0.05292682926829269,0.02455322455322456,0.010926473936428777,0.052707063463607026,0.17901234567901236,0.13043478260869565,0.03978189078955322,0.009800822004426179,0.017010309278350514,0.03223140495867769,9
137,cookies fortune,7.35,0.42,0.07073088582014146,0.027000000000000003,0.9752699407871823,0.7405837273764879,0.07804878048780489,0.0009578544061302681,0.01171171171171171,0.00014084507042253522,0.0,0.004777070063694267,0.06720000000000001,0.0700952380952381,0.03170731707317074,0.028282828282828285,0.002048713863080396,0.021513087128002865,0.08888888888888889,0.033816425120772944,0.022036615889256886,0.005532722099272843,0.014948453608247422,0.014049586776859505,26
138,cookies fudge,2.943543814,0.3877777777777778,0.0842034355001684,0.037000000000000005,0.9090909090909092,0.0,0.13658536585365852,0.0,0.027927927927927924,0.0011267605633802818,0.0005263157894736842,0.0,0.04288,0.045828571428571434,0.047317073170731715,0.035120435120435126,0.005804689278727788,0.1043384725708139,0.15308641975308643,0.15458937198067632,0.03734626482284588,0.013120455263989883,0.018556701030927835,0.04545454545454546,26
