,Item,Footprint,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Cluster_ID
19,corn dried,2.04,0.46555555555555556,0.2438531492084877,0.10640000000000001,0.7694183211424591,0.34762758845589437,1.0,0.012452107279693486,1.0,0.0,0.0,0.07006369426751592,0.0,0.31428571428571433,0.04414634146341464,0.040559440559440565,0.004268153881417491,0.10505557547508067,0.16111111111111112,0.7198067632850241,0.10438397000174314,0.0543787543471388,0.2912371134020619,0.2528925619834711,33
20,corn white,1.1,0.4288888888888889,0.16369147861232738,0.0518,0.873098804133287,0.10549486385129626,0.8097560975609757,0.0,0.2603603603603603,0.0,0.0,0.0,0.0,0.12609523809523812,0.01634146341463415,0.012432012432012434,0.002390166173593795,0.08282538544281104,0.14135802469135803,0.5942028985507246,0.1073995069129046,0.04932026557066077,0.0,0.2603305785123967,27
21,cranberries wild,3.190466667,0.06111111111111111,0.018524755810037048,0.002,0.14280738418669456,0.0,0.32682926829268294,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.03428571428571429,0.002439024390243903,0.0,0.0034145231051339927,0.0,0.0617283950617284,0.0,0.0,0.0023711666139740756,0.0,0.0,28
22,elk free range,1.175,0.135,0.4205540586055911,0.023875000000000004,0.0,0.0,0.0,0.0,0.7249999999999999,0.0402112676056338,0.0,0.050159235668789805,0.00032,0.2705714285714286,0.08743902439024391,0.026340326340326344,0.0007255861598409735,0.059250627465041235,0.3268518518518519,0.11835748792270531,0.003131519100052294,0.03489566866898514,0.09548969072164948,0.4663223140495868,23
23,fish salmon,2.84,0.1288888888888889,0.34843381609969687,0.0367,0.0,0.0,0.0,0.03065134099616858,0.17027027027027025,0.11380281690140845,0.0,0.07802547770700637,0.01152,0.33485714285714285,0.05292682926829269,0.024242424242424246,0.0011950830867968976,0.04912154894227322,0.034567901234567905,0.12560386473429952,0.003479465666724771,0.036357888080935825,0.20463917525773198,0.044628099173553724,17
24,fish halibut,3.0,0.1272222222222222,0.35921185584371834,0.02825,0.010507372576338095,0.0,0.0,0.045498084291187735,0.2954954954954955,0.030492957746478873,0.0,0.23487261146496816,0.0048000000000000004,0.22874285714285716,0.030243902439024393,0.011577311577311579,0.00452424311430254,0.014879885263535318,0.019444444444444445,0.13285024154589373,0.0012758040777990827,0.041021182421751505,0.2878865979381443,0.05619834710743802,17
25,fish herring,2.88,0.5433333333333333,0.7494105759514987,0.34600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08380952380952382,0.0,0.0015540015540015542,0.0,0.0,0.0,0.0,0.0,0.10812519759721784,0.0,0.0,25
26,fish herring eggs,3.2,0.21444444444444444,0.5894240485011788,0.04265,0.042203645651921515,0.0,0.0,0.0,0.0,0.0,0.0015789473684210526,0.0,0.0,0.1123809523809524,0.03536585365853659,0.011655011655011656,0.004097427726160792,0.0,0.08333333333333334,0.0,0.0,0.0638634208030351,0.0,0.0,25
27,fish herring eggs on giant kelp,2.84,0.07,0.19029976423038059,0.008,0.03018692673865088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10285714285714287,0.03170731707317074,0.015540015540015543,0.027486910996328644,0.0,0.20987654320987656,0.0,0.0,0.0,0.0,0.0,17
28,fish pike,2.96,0.17333333333333334,0.2795554058605591,0.08,0.049924532683153375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761905,0.17073170731707318,0.015540015540015543,0.00478033234718759,0.0,0.12962962962962965,0.0,0.0,0.0651280429971546,0.0,0.0,17
29,fish salmon,2.78,0.23384615388888888,0.4706712957224654,0.1077538462,0.0038403486706141883,0.0,0.0,0.02586206896551724,0.16694386666666663,0.07940411701408451,0.0,0.07704556592356687,0.00275692307712,0.34421978022857147,0.06534709195121952,0.017273324941724944,0.007406888581118079,0.02617425600573682,0.09074074074074075,0.1033073206763285,0.002203661588925688,0.03594445390452103,0.1353687549484536,0.03897012082644628,25
30,fish whitefish,2.68,0.18155555555555555,0.42303805995284605,0.06084,0.023197492163009408,0.0,0.0,0.02490421455938697,0.09441441441441441,0.2107042253521127,0.01263157894736842,0.10636942675159236,0.008192000000000001,0.11318857142857144,0.07370731707317074,0.01401709401709402,0.031038015025667998,0.03384725708139118,0.2819753086419753,0.14299516908212562,0.010438397000174312,0.06844767625671831,0.21216494845360823,0.1337190082644628,17
31,huckleberries raw alaska native,0.623756532,0.04111111111111111,0.006736274840013472,0.001,0.10101010101010101,0.0,0.0,0.0,0.0,0.0,0.014736842105263156,0.0,0.0,0.011428571428571429,0.007317073170731708,0.0015540015540015542,0.0025608923288504945,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,15
32,moose liver,0.49045,0.17222222222222222,0.4105759514988211,0.0489,0.03982352258214328,0.0,0.0,0.0,0.8198198198198198,1.0,0.11894736842105263,0.0,0.0,0.40838095238095246,1.0,0.030458430458430465,0.0011950830867968976,1.0,0.41790123456790124,0.0966183574879227,0.04790064401191101,0.06781536515965855,0.0,0.5016528925619835,22
33,moose meat,1.96,0.11444444444444445,0.37554732233075105,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.1904761904761905,0.05853658536585366,0.01087801087801088,0.0008536307762834982,0.02402294729293654,0.20246913580246914,0.1111111111111111,0.0009278575111266057,0.02608283275371483,0.0,0.23140495867768593,17
34,mouse nuts roots alaska native,0.47,0.09,0.06567867969013134,0.001,0.1869267386508766,0.0,0.0,0.0,0.0,0.0,0.08421052631578947,0.0,0.0,0.00380952380952381,0.009756097560975611,0.0015540015540015542,0.0037559754156473923,0.0,0.0,0.0,0.0,0.027663610496364212,0.0,0.0,28
35,mutton cooked,1.31,0.26,0.5629841697541259,0.1109,0.0009288285150354117,0.0,0.0,0.0,0.3396396396396396,0.06253521126760564,0.0,0.12738853503184713,0.0,0.2483809523809524,0.07317073170731708,0.009324009324009326,0.0017072615525669963,0.02223019003226963,0.2938271604938272,0.1497584541062802,0.0038274122333972482,0.04299715460006323,0.1958762886597938,0.49008264462809914,22
36,oil spotted seal alaska native,1.37,0.9933333333333333,0.0,0.9932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011340206185567012,0.0,8
37,oil whale,1.126,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
38,rhubarb wild,1.33,0.06777777777777778,0.07073088582014146,0.005,0.1149425287356322,0.0,0.0,0.0,0.0,0.0,0.17368421052631577,0.0,0.0,0.00380952380952381,0.0,0.015540015540015543,0.0,0.0,0.0,0.0,0.0,0.013752766361049638,0.0,0.0,1
39,smelt dried alaska native,0.612069375,0.4288888888888889,0.9462782081508924,0.179,0.0,0.0,0.0,0.13314176245210727,0.15855855855855852,0.2690140845070423,0.0,0.7181528662420381,0.0,0.22742857142857145,0.06390243902439026,0.011344211344211345,0.27316184841071944,0.053065614915740404,0.33333333333333337,0.429951690821256,0.0835071760013945,0.2213088839709137,1.0,0.5537190082644629,22
40,soup fish,0.375669154,0.08,0.12462108454024923,0.022000000000000002,0.06501799605247882,0.0,0.0,0.0,0.009009009009009009,0.0,0.0015789473684210526,0.0,0.0,0.10057142857142859,0.004878048780487806,0.01087801087801088,0.005975415433984488,0.0,0.0308641975308642,0.004830917874396135,0.001159821888908257,0.017704710717673097,0.0,0.0,15
41,squash indian,6.6,0.023333333333333334,0.0069888851465139765,0.0017499999999999998,0.05143387902008592,0.04532855046469917,0.03658536585365854,0.0,0.04099099099099099,0.0,0.011842105263157895,0.0,0.0,0.005180952380952382,0.0042682926829268305,0.0023310023310023314,0.0007682676986551484,0.00304768734313374,0.0052469135802469145,0.024154589371980676,0.001565759550026147,0.0009484666455896302,0.0,0.0028925619834710746,15
42,squirrel ground,1.02,0.12333333333333334,0.32502526103065005,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29012345679012347,0.0,0.0,0.027663610496364212,0.0,0.0,17
43,stew moose alaska native,4.3,0.06111111111111111,0.11114853486022228,0.005,0.06966213862765588,0.0,0.024390243902439025,0.0,0.02702702702702702,0.0,0.005263157894736842,0.0,0.0,0.05714285714285715,0.019512195121951223,0.009324009324009326,0.002048713863080396,0.007171029042667623,0.09382716049382717,0.02898550724637681,0.010438397000174312,0.002529244388239014,0.0,0.009917355371900827,15
44,stew mutton,1.32,0.11444444444444445,0.14516672280229032,0.0434,0.08440729130384303,0.009946192727865646,0.08292682926829269,0.0,0.09729729729729729,0.016338028169014085,0.0,0.05891719745222929,0.0,0.0761904761904762,0.02682926829268293,0.004662004662004663,0.006487593899754587,0.022588741484403013,0.07469135802469136,0.10144927536231883,0.010090450433501836,0.017546632943408157,0.04329896907216495,0.15454545454545457,28
45,stew pinto bean and hominy,1.49,0.035555555555555556,0.023913775682047823,0.0054,0.062463717636131434,0.0,0.07317073170731708,0.0,0.03243243243243243,0.0,0.0,0.006369426751592356,0.0,0.0036952380952380956,0.0,0.0,0.0011950830867968976,0.01290785227680172,0.022839506172839506,0.05314009661835749,0.006842949144558717,0.003951944356623459,0.011340206185567012,0.01487603305785124,15
46,stew soup caribou alaska native,0.62,0.04555555555555556,0.06399461098012797,0.006999999999999999,0.0557297109021247,0.0,0.004878048780487806,0.0,0.05405405405405404,0.0,0.007894736842105263,0.0,0.0,0.010285714285714287,0.002439024390243903,0.0031080031080031084,0.0011950830867968976,0.010756543564001433,0.01234567901234568,0.024154589371980676,0.009278575111266056,0.0018969332911792603,0.0,0.008264462809917356,15
47,tea herbal,0.109,0.0022222222222222222,0.0020208824520040413,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008536307762834982,0.002509860164933668,0.001851851851851852,0.0,0.00046392875556330285,0.0,0.0,0.004132231404958678,15
48,tennis bread plain apache,1.45,0.2866666666666667,0.1515661839003031,0.0105,0.6183675838848253,0.04907875428012392,0.12682926829268293,0.0,0.053153153153153145,0.0,0.0,0.011146496815286625,0.16128,0.1299047619047619,0.07097560975609757,0.10722610722610723,0.011438652402198875,0.010756543564001433,0.20987654320987656,0.13526570048309178,0.05567145066759634,0.025292443882390138,0.07989690721649484,0.043801652892561986,6
49,tortilla blue corn,1.77,0.30666666666666664,0.1318625799932637,0.013999999999999999,0.6747939161732266,0.04842654492091962,0.16585365853658537,0.0,0.09999999999999999,0.0,0.0,0.027070063694267517,0.0,0.14971428571428574,0.04146341463414635,0.06013986013986015,0.02970635101466574,0.045177482968806026,0.1783950617283951,0.15458937198067632,0.07005324209005873,0.0535883654758141,0.04536082474226805,0.05619834710743802,6
50,willow leaves in oil alaska native,2.741769912,0.6577777777777778,0.043785786460087565,0.61,0.09404388714733543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08024691358024692,0.0,0.0,0.009168510907366425,0.0,0.0,8
