FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
gravy turkey,209.0,6.51,4.6450000000000005,35.11,0.105,0.2,4.0,0.107,0.3399999999999999,0.1,0.025,47.5,2.035,0.265,0.1154999999999999,75.0,0.1165,1.995,23.0,0.2095,141.5,2.9,1.03
healthy request chicken with rice,46.0,1.59,1.19,7.19,0.79,0.8,30.0,0.037,0.07,1.0,0.07,3.0,1.059,0.025,0.01,0.0,0.054,0.0,4.0,0.182,33.0,1.7,0.2
healthy request cream of celery soup,56.0,0.81,1.61,9.68,1.61,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy request tomato soup,73.0,1.61,1.21,13.71,8.06,0.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy request vegetable soup,79.0,3.17,0.79,15.87,3.97,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0
pace enchilada sauce,40.0,1.67,0.0,8.33,6.67,1.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
pace green taco sauce,25.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pace organic picante sauce,25.0,0.0,0.0,6.25,6.25,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pace picante sauce,25.0,0.0,0.0,6.25,6.25,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pace pico de gallo,31.0,0.0,0.0,9.38,6.25,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pace red taco sauce,50.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato soup instant,343.0,9.2,3.1,76.14,10.0,7.6,3.0,0.16,0.0,16.0,0.54,64.0,4.27,0.22,0.11,172.0,0.25,2.38,62.0,0.0,279.0,12.3,0.91
smart soup french lentil,53.0,2.9,1.06,9.5,2.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smart soup indian bean masala,57.0,3.3,0.88,10.5,2.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smart soup moroccan chick pea,51.0,2.0,1.06,9.7,4.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smart soup santa fe corn chowder,55.0,2.0,0.71,11.2,3.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smart soup thai coconut curry,36.0,0.8,1.06,6.5,3.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smart soup vietnamese carrot lemongrass,44.0,1.3,1.06,8.2,4.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swanson broth certified organic vegetable broth,5.0,0.0,0.0,1.28,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swanson broth vegetable broth,5.0,0.0,0.0,1.28,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce alfredo mix,535.0,15.32,36.35,36.52,5.4,2.0,54.0,0.134,0.38,0.0,1.84,4.0,2.07,0.054,0.156,467.0,0.064,0.94,32.0,0.056,415.0,9.3,1.49
sauce barbecue,166.33333333333334,0.81,0.7133333333333334,39.156666666666666,32.266666666666666,0.9166666666666666,11.0,0.071,0.0,0.45,0.77,0.3333333333333333,0.574,0.0548333333333333,0.0228333333333333,32.333333333333336,0.0659999999999999,0.615,12.666666666666666,0.125,20.666666666666668,0.2166666666666666,0.1716666666666666
sauce cheese,174.0,6.71,13.29,6.83,0.42,0.5,80.0,0.017,0.14,0.4,0.0,4.0,0.024,0.114,0.006,184.0,0.018,0.21,9.0,0.01,157.0,3.2,0.98
sauce cheese sauce mix,438.0,7.68,18.33,60.52,10.26,1.0,56.0,0.182,0.46,0.9,0.0,134.0,2.399,0.678,0.211,204.0,0.085,0.5,36.0,0.052,283.0,0.0,1.11
sauce chili,20.0,0.7,0.1,5.0,2.55,1.9,29.0,0.14,0.0,68.0,0.34,12.0,0.7,0.03,0.03,5.0,0.087,0.4,12.0,0.0,14.0,0.2,0.15
sauce cocktail,124.0,1.36,1.05,28.22,11.83,1.8,18.0,0.08,0.0,11.6,1.08,17.0,0.82,0.047,0.021,26.0,0.111,0.83,17.0,0.148,30.0,2.2,0.38
sauce duck,245.0,0.36,0.13,60.61,30.54,0.6,8.0,0.032,0.0,0.9,0.2,2.0,0.239,0.014,0.023,11.0,0.037,0.39,5.0,0.429,9.0,1.3,0.21
sauce fish,35.0,5.06,0.01,3.64,3.64,0.0,4.0,0.396,0.48,0.5,0.0,51.0,2.313,0.057,0.012,43.0,0.05,0.78,175.0,0.233,7.0,9.1,0.2
sauce hoisin,220.0,3.31,3.39,44.08,27.26,2.8,0.0,0.062,0.0,0.4,0.28,23.0,1.17,0.217,0.004,32.0,0.128,1.01,24.0,0.254,38.0,1.8,0.32
sauce homemade,146.0,3.8666666666666663,10.396666666666668,9.393333333333333,4.38,0.2,102.33333333333331,0.0396666666666666,0.28,0.7666666666666666,0.2799999999999999,12.333333333333334,0.4173333333333333,0.1863333333333333,0.0706666666666666,118.33333333333331,0.0166666666666666,0.3466666666666667,14.333333333333334,0.0446666666666666,98.33333333333331,4.2,0.41
sauce oyster,51.0,1.35,0.25,10.92,0.0,0.3,0.0,0.016,0.41,0.1,0.0,15.0,1.474,0.124,0.01,32.0,0.147,0.18,4.0,0.053,22.0,4.4,0.09
sauce pasta,50.0,1.41,1.48,7.795,5.5,1.8,33.0,0.173,0.0,2.0,2.4,13.0,3.917,0.061,0.024,27.0,0.081,0.78,18.0,0.137,34.0,1.25,0.2
sauce peanut,218.0,4.165,11.18,25.24,17.935000000000002,1.4500000000000002,0.0,0.1375,0.0,0.0,1.585,13.0,2.2775,0.0835,0.065,15.5,0.093,0.645,32.0,0.492,71.0,3.05,0.54
sauce peppers,21.0,0.9,0.6,3.9,2.55,0.7,23.0,0.14,0.0,30.0,0.36,11.0,0.6,0.09,0.01,9.0,0.087,0.5,12.0,0.0,16.0,0.2,0.15
sauce pizza,54.0,2.18,1.15,8.66,3.78,2.0,0.0,0.136,0.02,11.3,0.0,0.0,1.421,0.053,0.061,54.0,0.137,0.9,21.0,0.221,50.0,0.0,0.25
sauce plum,184.0,0.89,1.04,42.81,0.0,0.7,2.0,0.078,0.0,0.5,0.0,6.0,1.014,0.084,0.018,12.0,0.078,1.43,12.0,0.114,22.0,0.4,0.19
sauce ready to serve,11.5,0.9,0.565,1.275,0.6950000000000001,0.4499999999999999,45.0,0.1555,0.0,39.65,0.065,4.0,0.216,0.083,0.034,10.0,0.0515,0.82,8.5,0.078,17.0,0.25,0.135
sauce sofrito,237.0,12.8,18.2,5.46,0.0,1.7,0.0,0.364,0.0,20.4,0.0,43.0,2.918,0.212,0.284,20.0,0.165,0.94,25.0,0.191,139.0,0.0,1.41
sauce steak,95.0,1.25,0.23,22.04,9.82,1.5,15.0,0.105,0.0,6.8,1.16,8.0,0.913,0.054,0.034,19.0,0.189,1.37,17.0,0.174,33.0,0.8,0.34
sauce sweet and sour,114.5,1.0550000000000002,0.3,27.47,14.78,0.25,3.5,0.0699999999999999,0.0,6.85,0.165,9.0,0.6825,0.041,0.045,13.0,0.0895,0.44,10.5,0.504,18.5,1.0,0.135
sauce tartar,211.0,1.0,16.7,13.3,4.25,0.5,11.0,0.044,0.02,2.3,1.68,5.0,0.093,0.029,0.016,26.0,0.023,0.25,6.0,0.107,17.0,0.9,0.12
sauce teriyaki,89.0,5.93,0.02,15.57,14.1,0.1,0.0,0.1,0.0,0.0,0.0,8.0,1.27,0.07,0.03,25.0,0.1,1.7,61.0,0.0,154.0,0.95,0.1
sauce tomato chili sauce,104.0,2.5,0.3,19.79,10.54,5.9,34.0,0.16,0.0,16.0,1.92,9.0,1.6,0.07,0.09,20.0,0.13,0.8,12.0,0.0,52.0,1.1,0.16
sauce white,72.0,3.95,2.56,8.29,5.29,0.1,84.0,0.037,0.55,0.0,0.08,13.0,0.319,0.208,0.068,131.0,0.019,0.22,12.0,0.031,110.0,4.7,0.47
sauce worcestershire,78.0,0.0,0.0,19.46,10.03,0.0,5.0,0.0,0.0,13.0,0.08,8.0,0.7,0.13,0.07,107.0,0.2,5.3,13.0,0.0,60.0,0.5,0.19
soup healthy choice chicken noodle soup,41.0,3.69,0.63,5.2,0.57,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup healthy choice chicken and rice soup,37.0,2.53,0.55,5.71,0.37,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
soup healthy choice garden vegetable soup,51.0,2.13,0.21,10.04,2.13,1.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup bean and ham,81.0,4.19,1.03,13.66,3.17,4.0,35.0,0.046,0.03,1.1,0.39,29.0,0.324,0.029,0.056,38.0,0.082,1.02,19.0,0.228,13.0,4.3,0.53
soup bean with bacon,117.0,6.5,2.1,18.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0
soup bean with frankfurters,108.5,5.795,4.05,12.775,0.0,2.3,25.0,0.0765,0.045,0.55,0.0,18.0,0.595,0.0375,0.0635,50.5,0.2289999999999999,1.36,28.0,0.4575,96.0,5.15,0.685
soup bean with ham,95.0,5.19,3.5,11.16,0.0,4.6,81.0,0.05,0.03,1.8,0.0,12.0,0.7,0.06,0.06,32.0,0.16,1.33,19.0,0.29,59.0,6.9,0.44
soup bean with pork,96.0,4.38,3.29,12.64,2.235,4.4,25.5,0.023,0.02,0.8999999999999999,0.65,18.0,0.3135,0.0185,0.0485,45.5,0.2259999999999999,1.14,25.0,0.3725,73.0,4.75,0.575
soup beef and mushroom,69.0,4.3,2.3,9.58,0.84,0.2,98.0,0.06,0.26,3.0,0.22,5.0,1.13,0.11,0.04,13.0,0.1,0.97,2.0,0.0,50.0,2.2,1.1
soup beef and vegetables,45.0,3.22,1.055,5.575,1.235,1.0,57.5,0.063,0.085,1.8,0.225,4.5,0.9425,0.0155,0.015,17.5,0.026,0.48,9.5,0.0575,45.5,3.0,0.485
soup beef broth,61.66666666666666,6.576666666666667,1.36,5.693333333333334,4.903333333333333,0.0,0.0,0.071,0.3366666666666666,0.1333333333333333,0.0033333333333333,11.0,1.2146666666666666,0.085,0.0703333333333333,22.666666666666668,0.0373333333333333,0.8233333333333334,17.333333333333332,0.1813333333333333,80.33333333333333,9.3,0.1233333333333333
soup beef broth bouillon and consomme,11.0,2.52,0.0,0.32,0.0,0.0,0.0,0.02,0.14,0.7,0.01,5.0,0.58,0.023,0.017,7.0,0.002,0.43,4.0,0.019,26.0,1.4,0.01
soup beef broth or bouillon,108.0,8.09,4.485,8.825,8.455,0.0,0.0,0.1015,0.505,0.0,1.09,16.0,2.258,0.123,0.036,32.0,0.005,0.51,26.5,0.2325,161.5,13.95,0.005
soup beef broth or bouillon canned,7.0,1.14,0.22,0.04,0.0,0.0,0.0,0.01,0.07,0.0,0.0,2.0,0.78,0.021,0.002,6.0,0.0,0.17,2.0,0.01,13.0,0.7,0.0
soup beef mushroom,45.5,3.485,1.815,3.9,0.0,0.15,0.0,0.03,0.12,0.95,0.0,5.5,0.6455,0.0414999999999999,0.018,3.0,0.15,0.53,5.5,0.25,21.5,0.0,0.8500000000000001
soup beef noodle,50.5,2.89,1.845,5.37,1.545,0.4499999999999999,8.0,0.0225,0.12,0.25,0.75,17.5,0.637,0.0355,0.0415,10.0,0.0849999999999999,0.66,4.0,0.1635,28.0,4.45,0.925
soup beef stroganoff,98.0,5.1,4.6,9.0,1.68,0.6,84.0,0.06,0.26,0.0,0.41,74.0,0.1,0.09,0.04,20.0,0.1,0.88,2.0,0.0,50.0,7.6,1.1
soup beef with vegetables and barley,61.0,3.9,1.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup black bean,68.5,3.625,0.99,11.565,1.865,5.1,16.5,0.0525,0.0,0.15,0.27,49.5,0.3075,0.0295,0.0315,27.0,0.2274999999999999,1.125,25.0,0.375,56.5,0.0,0.8250000000000001
soup bouillon cubes and granules,438.0,16.7,13.89,64.88,14.47,0.2,25.0,0.1,0.3,1.1,0.72,21.0,2.46,0.43,0.1,187.0,0.0,1.03,56.0,0.0,166.0,27.6,0.09
soup broccoli cheese,87.0,2.1,5.3,7.7,2.12,1.8,66.0,0.064,0.02,2.0,0.72,40.0,0.248,0.04,0.02,41.0,0.03,0.3,13.0,0.0,42.0,1.5,0.26
soup cheese,79.0,2.2533333333333334,4.653333333333333,7.343333333333334,1.2433333333333334,1.0,110.66666666666669,0.0203333333333333,0.0566666666666666,0.2333333333333333,0.1866666666666666,3.0,0.2236666666666666,0.0976666666666666,0.015,69.33333333333333,0.0693333333333333,0.2566666666666666,7.333333333333333,0.1356666666666666,62.66666666666666,2.733333333333334,0.2266666666666666
soup chicken,71.0,5.06,2.64,6.88,0.87,0.6,27.0,0.02,0.1,0.5,0.13,2.0,1.76,0.069,0.034,10.0,0.1,0.69,3.0,0.1,45.0,2.5,0.4
soup chicken and vege canned,33.0,1.97,0.73,4.68,1.01,0.9,52.0,0.072,0.11,0.0,0.24,13.0,0.906,0.098,0.017,14.0,0.023,0.25,8.0,0.056,35.0,3.0,0.22
soup chicken broth,15.2,2.088,0.484,0.6299999999999999,0.284,0.0,0.0,0.0092,0.096,0.08,0.016,1.8,1.1754,0.0356,0.0066,5.2,0.0504,0.2319999999999999,1.2,0.0758,28.4,0.5399999999999999,0.11
soup chicken broth cubes,101.5,7.495,2.41,12.06,0.0,0.0,0.5,0.05,0.155,0.5,0.045,16.5,2.0015,0.195,0.0975,97.5,0.0,0.96,28.5,0.1935,98.0,13.95,0.105
soup chicken broth or bouillon,135.5,8.47,7.055000000000001,9.155,8.825,0.0,0.0,0.051,0.15,0.55,0.235,16.5,1.2505,0.2185,0.051,96.5,0.005,0.525,29.0,0.0765,84.5,14.25,0.0499999999999999
soup chicken corn chowder,99.0,3.1,6.3,7.5,0.0,0.9,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup chicken gumbo,34.0,1.59,0.865,5.05,1.475,1.2000000000000002,4.0,0.038,0.015,3.0,0.255,3.5,0.401,0.16,0.105,14.5,0.0755,0.54,2.5,0.1515,15.0,5.0,0.2249999999999999
soup chicken mushroom,77.0,1.705,4.295,7.875,0.395,1.65,16.0,0.03,0.035,0.0,0.32,1.0,0.984,0.068,0.015,17.5,0.07,0.53,5.5,0.1,16.5,1.45,0.6000000000000001
soup chicken mushroom chowder,80.0,3.0,4.4,7.1,0.0,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
soup chicken noodle,89.83333333333333,4.076666666666666,1.975,13.633333333333336,0.515,0.9,17.0,0.0646666666666666,0.18,0.0666666666666666,0.0983333333333333,30.166666666666668,1.5015,0.0988333333333333,0.1461666666666666,14.333333333333334,0.08,0.8266666666666667,10.833333333333334,0.1255,53.5,9.433333333333332,0.4183333333333334
soup chicken rice,53.0,5.11,1.33,5.41,0.6,0.4,122.0,0.02,0.13,1.6,0.24,2.0,1.71,0.041,0.01,14.0,0.1,0.78,4.0,0.1,30.0,4.5,0.4
soup chicken vege canned,61.0,2.94,2.32,7.01,1.26,0.7,109.0,0.039,0.1,0.8,0.25,4.0,1.004,0.046,0.036,14.0,0.099,0.71,5.0,0.3,33.0,4.5,0.3
soup chicken vege chunky,40.0,2.7,0.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup chicken vegetable with potato and cheese,65.0,1.16,4.46,5.2,0.64,0.3,19.0,0.042,0.02,4.0,0.06,9.0,0.346,0.017,0.015,15.0,0.04,0.16,5.0,0.0,19.0,3.7,0.16
soup chicken with rice,46.0,1.645,1.17,7.245,0.155,0.6,17.0,0.015,0.1,0.05,0.05,0.5,0.6885,0.015,0.0105,25.0,0.0745,0.28,5.0,0.2249999999999999,25.5,3.1,0.145
soup chicken with star shaped pasta,50.0,2.3,1.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup chili beef,87.0,3.79,1.885,14.045,3.79,1.85,42.5,0.0895,0.2249999999999999,2.3,0.805,6.5,0.6054999999999999,0.043,0.0335,25.5,0.2259999999999999,1.205,14.5,0.5960000000000001,84.0,3.7,1.165
soup chunky beef,66.0,3.97,1.11,10.08,0.67,0.6,54.0,0.055,0.26,2.9,0.28,6.0,1.127,0.063,0.024,13.0,0.1,0.97,2.0,0.1,50.0,2.5,1.1
soup chunky chicken noodle,41.0,3.09,1.16,4.46,0.38,0.8,62.0,0.05,0.08,0.4,0.12,11.0,1.196,0.02,0.018,11.0,0.028,0.35,7.0,0.056,36.0,4.9,0.17
soup chunky vege canned,39.0,1.14,0.36,7.9,1.56,1.1,52.0,0.065,0.0,0.7,0.17,7.0,0.542,0.043,0.029,18.0,0.04,0.51,10.0,0.087,29.0,2.9,0.23
soup chunky vege reduced sodium,50.0,1.16,0.51,10.28,2.78,1.1,56.0,0.07,0.0,0.7,0.18,0.0,0.61,0.1,0.05,25.0,0.046,0.4,12.0,0.089,28.0,0.0,0.24
soup clam chowder,58.0,2.31375,2.16125,7.392499999999999,1.1625,0.7625,25.125,0.073,3.4975,2.6750000000000003,0.43,6.5,0.72,0.06575,0.044625,22.75,0.098875,1.12375,9.375,0.127,92.5,4.875,0.41
soup consomme with gelatin,7.0,0.87,0.08,0.78,0.45,0.0,0.0,0.011,0.02,0.1,0.01,5.0,0.506,0.07,0.047,5.0,0.022,0.09,3.0,0.012,6.0,0.8,0.02
soup crab,31.0,2.25,0.62,4.22,0.0,0.3,10.0,0.05,0.08,0.0,0.0,6.0,0.55,0.03,0.08,27.0,0.2,0.5,6.0,0.2,36.0,2.6,0.6
soup cream of asparagus,56.333333333333336,1.7700000000000002,2.7466666666666666,6.503333333333333,0.24,0.3,22.0,0.0136666666666666,0.0866666666666666,1.6333333333333335,0.1633333333333333,13.333333333333334,0.4313333333333333,0.0683333333333333,0.0353333333333333,35.0,0.0689999999999999,0.44,4.333333333333333,0.2023333333333333,36.333333333333336,0.6333333333333333,0.4766666666666665
soup cream of celery,58.333333333333336,1.43,3.553333333333333,5.503333333333334,0.45,0.3999999999999999,7.333333333333333,0.0136666666666666,0.1133333333333333,0.3,0.4633333333333333,2.0,0.1923333333333333,0.053,0.0216666666666666,41.0,0.0776666666666666,0.3466666666666667,5.666666666666667,0.1349999999999999,35.333333333333336,1.5333333333333334,0.0866666666666666
soup cream of chicken,68.83333333333333,1.9466666666666663,3.875,6.551666666666667,0.42,0.1166666666666666,23.83333333333333,0.011,0.0683333333333333,0.15,0.1416666666666666,2.0,0.4561666666666666,0.0458333333333333,0.0166666666666666,23.5,0.0615,0.3133333333333333,2.6666666666666665,0.1216666666666666,27.83333333333333,1.8833333333333333,0.2583333333333333
soup cream of mushroom,57.4,1.316,3.372,5.703999999999999,1.454,0.42,8.4,0.0198,0.064,0.1,0.306,5.2,0.2395999999999999,0.072,0.0212,23.8,0.0644,0.2119999999999999,3.8,0.0278,33.2,1.88,0.216
soup cream of onion,69.0,2.023333333333333,3.3800000000000003,7.666666666666667,1.2133333333333334,0.3666666666666667,18.33333333333333,0.02,0.0866666666666666,0.8333333333333334,0.1433333333333333,6.0,0.2833333333333333,0.0669999999999999,0.0333333333333333,37.66666666666666,0.0766666666666666,0.3466666666666667,5.333333333333333,0.1333333333333333,35.666666666666664,0.7666666666666666,0.1433333333333333
soup cream of potato,54.66666666666666,1.5199999999999998,1.8166666666666669,8.136666666666667,0.48,0.5666666666666667,16.0,0.027,0.0866666666666666,0.2333333333333333,0.0233333333333333,2.333333333333333,0.3033333333333333,0.0463333333333333,0.0249999999999999,30.666666666666668,0.1363333333333333,0.2533333333333333,7.0,0.2023333333333333,41.66666666666666,0.6333333333333333,0.2266666666666666
soup cream of shrimp,56.333333333333336,2.036666666666666,3.1466666666666665,5.1466666666666665,0.9533333333333336,0.1333333333333333,30.33333333333333,0.0263333333333333,0.4033333333333333,0.0333333333333333,0.0066666666666666,3.0,0.2403333333333333,0.0466666666666666,0.0169999999999999,30.666666666666668,0.0686666666666666,0.2833333333333333,6.666666666666667,0.2006666666666666,33.0,3.4333333333333336,0.48
soup cream of vege dry,446.0,8.0,24.1,52.1,17.51,3.0,600.0,0.1,0.5,16.6,2.41,30.0,2.2,0.45,5.18,134.0,0.4,2.6,48.0,0.8,228.0,20.7,1.6
soup egg drop,27.0,1.16,0.61,4.29,0.09,0.4,20.0,0.02,0.03,6.5,0.13,7.0,0.156,0.019,0.019,7.0,0.019,0.26,2.0,0.011,15.0,0.4,0.09
soup escarole,11.0,0.62,0.73,0.72,0.0,0.0,44.0,0.09,0.2,1.8,0.0,14.0,0.93,0.02,0.03,13.0,0.15,0.3,2.0,0.5,32.0,0.0,0.9
soup hot and sour,39.0,2.58,1.21,4.35,0.42,0.5,9.0,0.064,0.1,0.0,0.39,8.0,0.507,0.031,0.026,19.0,0.026,0.64,9.0,0.085,32.0,0.4,0.22
soup lentil with ham,56.0,3.74,1.12,8.16,0.0,0.0,7.0,0.09,0.12,1.7,0.0,20.0,0.545,0.045,0.07,17.0,0.07,1.07,9.0,0.12,74.0,0.3,0.3
soup mushroom barley,45.5,1.135,1.365,7.199999999999999,0.0,0.15,6.0,0.105,0.0,0.0,0.0,3.5,0.53,0.053,0.015,7.5,0.13,0.305,5.5,0.075,37.5,0.0,0.3
soup mushroom with beef stock,51.5,1.9,2.43,5.61,1.14,0.2,21.5,0.0225,0.0,0.6000000000000001,0.445,5.5,0.727,0.0574999999999999,0.021,6.0,0.1515,0.505,5.5,0.2269999999999999,22.0,1.85,0.835
soup onion,117.0,3.620000000000001,0.59,24.84,2.523333333333334,2.533333333333333,1.3333333333333333,0.2156666666666666,0.0,1.5,0.12,4.0,0.6749999999999999,0.102,0.106,58.0,0.1593333333333333,0.6166666666666667,22.0,0.298,76.33333333333333,2.9,0.5566666666666668
soup oyster stew,42.333333333333336,1.7,2.6533333333333333,3.0,0.0,0.0,11.333333333333334,0.0136666666666666,1.2566666666666668,1.9,0.0,2.333333333333333,0.1413333333333333,0.0463333333333333,0.0176666666666666,31.666666666666668,0.872,0.5466666666666666,4.666666666666667,0.2009999999999999,41.66666666666666,2.2666666666666666,5.63
soup pea,90.71428571428572,4.898571428571429,1.98,13.665714285714284,2.1157142857142857,1.871428571428572,20.142857142857142,0.0411428571428571,0.0814285714285714,1.1714285714285713,0.0799999999999999,1.5714285714285714,0.7322857142857143,0.0474285714285714,0.0627142857142857,21.714285714285715,0.1792857142857142,1.0314285714285716,21.857142857142858,0.2885714285714286,85.71428571428571,3.7285714285714286,0.8685714285714284
soup potato ham chowder,80.0,2.7,5.2,5.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
soup ramen noodle,417.5,10.335,13.835,62.94499999999999,1.6949999999999998,2.875,0.25,0.04475,0.0625,0.5249999999999999,1.895,89.0,5.2455,0.29425,0.4855,21.5,0.13525,4.1925,24.5,0.47475,115.5,24.575000000000003,0.635
soup scotch broth,66.0,4.05,2.14,7.73,0.0,1.0,89.0,0.06,0.22,0.7,0.06,8.0,0.95,0.037,0.015,12.0,0.2,0.68,3.0,0.3,45.0,2.2,1.3
soup shark fin,46.0,3.2,2.0,3.8,0.0,0.0,0.0,0.026,0.19,0.1,0.0,9.0,0.493,0.039,0.027,10.0,0.108,0.94,7.0,0.024,21.0,0.0,0.82
soup sirloin burger with vegetables,77.0,4.2,3.7,6.8,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0
soup split pea with ham,76.0,5.2,1.1,11.3,0.0,0.0,131.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0
soup split pea with ham and bacon,140.0,8.6,2.3,21.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0
soup stock,21.666666666666668,2.25,0.7000000000000001,1.5766666666666664,0.7066666666666667,0.0,1.0,0.051,0.2299999999999999,0.1,0.07,3.0,1.214,0.084,0.0336666666666666,4.666666666666667,0.054,0.1633333333333333,6.0,0.0173333333333333,38.0,1.4666666666666668,0.1233333333333333
soup tomato,47.333333333333336,1.345,0.5783333333333333,9.648333333333335,5.785,0.75,19.666666666666668,0.0624999999999999,0.0566666666666666,7.783333333333332,0.2366666666666666,2.1666666666666665,0.7285,0.0735,0.0438333333333333,23.33333333333333,0.0813333333333333,0.5850000000000001,10.666666666666666,0.059,30.5,2.983333333333333,0.1949999999999999
soup tomato beef with noodle,84.0,2.665,2.565,12.655,0.365,0.8999999999999999,16.5,0.0525,0.1149999999999999,0.0,0.4649999999999999,16.0,1.1175,0.0534999999999999,0.0505,11.5,0.0775,0.67,4.5,0.15,34.0,3.0,0.4499999999999999
soup tomato bisque,75.0,1.7299999999999998,1.8666666666666665,13.266666666666666,0.0,0.3999999999999999,25.0,0.054,0.0566666666666666,3.266666666666666,0.0,9.0,0.6193333333333334,0.0636666666666666,0.041,40.333333333333336,0.0693333333333333,0.44,7.0,0.1356666666666666,46.66666666666666,0.0,0.3166666666666666
soup tomato rice,70.0,1.23,1.59,12.81,4.425000000000001,1.0,17.5,0.045,0.0,8.65,1.295,8.5,0.6164999999999999,0.0295,0.036,14.5,0.0775,0.4649999999999999,3.0,0.2249999999999999,19.5,1.35,0.3
