,FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint,Cluster_ID
97,beef rib,0.329777671,0.264234971,0.223656757,0.000483784,0,0,2.57E-05,0.047929054,0.03292539,0,0.000741706,0.004341622,0.05635625,0.025955882,0.006969112,0.00232326,0.010367786,0.016812079,0.029155738,8.50E-05,0.028535174,0.109764017,0.268209009,beef,19.54409099,81
98,beef rib eye,0.233555063,0.297468847,0.1134,0,0,0,0,0.061875,0.026103286,0,0.001985721,0.004906667,0.075758333,0.021715686,0.006875,0.002959253,0.010369583,0.014536138,0.031411158,8.53E-05,0.031194014,0.121896524,0.271466667,beef,19.54409099,81
99,beef rib eye roast,0.28713969,0.301362928,0.17295,0,0,0,0.000166667,0.06371875,0.030880282,0,0.00065261,0.00416,0.066645833,0.043664216,0.007775298,0.001849533,0.010879199,0.017307174,0.031879981,0.000654667,0.026003794,0.140757649,0.329111111,lamb,18.00556969,81
100,beef rib eye steak,0.259608278,0.287388045,0.150904167,0.000133333,0,0,0.000143056,0.062567708,0.029465962,0,0.000502008,0.003653333,0.066553125,0.043492647,0.007942708,0.002006032,0.010762873,0.018473571,0.032583216,0.00049,0.02579961,0.142679801,0.320044444,pork,5.786150705,81
101,beef rib eye steak roast,0.226256467,0.234852025,0.137566667,0,0,0,0.000116667,0.055291667,0.025469484,0,0.000964971,0.002026667,0.061405208,0.037144608,0.008831845,0.001422718,0.00935035,0.014900216,0.028598218,0.000559333,0.022460217,0.107840782,0.260088889,lamb,18.00556969,81
102,beef round,0.188661948,0.314452282,0.063070513,0.000133974,0,0,3.14E-05,0.069919872,0.03095251,0,0.001789208,0.005111795,0.075522436,0.029280731,0.006798878,0.001844061,0.010503378,0.01892789,0.028084316,7.94E-05,0.035038547,0.141065686,0.246133333,beef,19.54409099,20
103,beef sandwich steaks,0.342572062,0.192757009,0.27,0,0,0,0,0.03075,0.038169014,0,0.001405622,0.00448,0.0572875,0.022647059,0.003482143,0.002048714,0.008375432,0.015048544,0.022503516,0.000136,0.021024344,0.062469966,0.1936,pork sausages,17.94,111
104,beef sausage fresh,0.368070953,0.212733645,0.2798,0.0035,0,0,0.000433333,0.039125,0.028309859,0,0.001606426,0.00192,0.045,0.022058824,0.004285714,0.001877988,0.009173092,0.012702265,0.019690577,0,0.022288966,0,0.2336,beef,19.54409099,2
105,beef sausage pre cooked,0.449002217,0.181074766,0.3757,0.0003,0,0,0.000833333,0.024,0.028591549,0.000291667,0.003279786,0.0032,0.040125,0.017205882,0.0025,0.002560892,0.008774262,0.012378641,0.018284107,0.000336,0.029244388,0,0.155733333,beef,19.54409099,2
106,beef short loin,0.242399606,0.285088266,0.1271,0,0,0,6.96E-05,0.071052778,0.026945227,0,0.001500818,0.003996444,0.069495278,0.03098366,0.00625,0.002731618,0.011294278,0.020767709,0.027285513,6.42E-05,0.032311097,0.109947141,0.227377778,beef boneless,27.7232718,81
107,beef shoulder pot roast,0.221175166,0.36536215,0.0828,0,0,0,0.000138889,0.068,0.047488263,0,0.000713967,0.00512,0.058179167,0.03997549,0.007098214,0.00221944,0.01710538,0.028640777,0.035630567,0.000116,0.036621351,0.181162902,0.498666667,beef boneless,27.7232718,55
108,beef shoulder pot roast or steak,0.140243902,0.251752336,0.0448,0.0003,0,0,8.33E-05,0.072708333,0.038802817,0,0.001193664,0.002133333,0.057522917,0.030980392,0.008035714,0.002048714,0.009793495,0.02122438,0.035396156,0.000105333,0.037121931,0.115168989,0.364444444,beef boneless,27.7232718,55
109,beef shoulder steak,0.197154472,0.332496106,0.062383333,0,0,0,0.000127778,0.084145833,0.048309859,0,0.000635877,0.00448,0.068747917,0.033039216,0.007991071,0.002048714,0.013870424,0.023624595,0.035630567,0.000105333,0.03904521,0.152650969,0.434222222,beef,19.54409099,55
110,beef shoulder top blade steak,0.190225425,0.281152648,0.083708333,0,0,0,0.000111111,0.049885417,0.066971831,0,0.001043061,0.0032,0.051796875,0.041960784,0.008236607,0.00221944,0.014557299,0.022673948,0.030004688,0.000104,0.033749605,0.130305943,0.463288889,pork ham,7.9325,55
111,beef stew canned entree,0.109756098,0.051518692,0.0553,0.0785,0.017635271,0.016917293,0.000366667,0.010875,0.007042254,0.000291667,0.001807229,0.00896,0.0137,0.007794118,0.006517857,0.002048714,0.018745015,0.020064725,0.011251758,0.000472,0.006639267,0.022585296,0.053333333,beef,19.54409099,67
112,beef tenderloin,0.277100271,0.279588525,0.163944444,0,0,0,0,0.062930556,0.024733959,0,0.001989439,0.005973333,0.072214583,0.024379085,0.007385913,0.002921314,0.012378505,0.016958828,0.031879981,9.56E-05,0.032493765,0.12574083,0.228681481,beef,19.54409099,81
113,beef top loin filet,0.238913525,0.332301402,0.111233333,0.0041,0,0,0.000144444,0.065770833,0.05629108,0,0,0.00448,0.08049375,0.034877451,0.007172619,0.002162531,0.016418506,0.021655879,0.037037037,0,0.037543471,0.162662182,0.431377778,pork ham,7.9325,55
114,beef top loin petite roast,0.232815965,0.323111371,0.106466667,0.009066667,0,0,0.000144444,0.063854167,0.058591549,0,0,0.004266667,0.07805625,0.033970588,0.006964286,0.002162531,0.01630772,0.021453614,0.036568214,0,0.037227316,0.164344065,0.428355556,pork ham,7.9325,55
115,beef top loin petite roast filet,0.181633407,0.255802181,0.084,0.001883333,0,0,0.0001,0.064625,0.040023474,0,0,0.00224,0.059370833,0.032843137,0.008303571,0.000967448,0.015576531,0.020401834,0.035630567,0,0.035145958,0.121095627,0.3648,pork ham,7.9325,55
116,beef top sirloin,0.219395495,0.310335711,0.093689474,0,0,0,0,0.07419079,0.021823573,0,0.002631579,0.006467368,0.091375658,0.020495356,0.006837406,0.00360322,0.01124421,0.015005962,0.03368125,8.93E-05,0.034685592,0.146715901,0.259789474,beef,19.54409099,81
117,beef variety meats and by products,0.224732077,0.210864486,0.135341667,0.009566667,0,0,0.031405556,0.036744792,0.224630282,0.005371528,0.001910419,0.028533333,0.068402604,0.132377451,0.009769345,0.006075006,0.241358681,0.055319579,0.022093296,0.000835667,0.044564759,0.195478936,0.135111111,beef,19.54409099,30
118,beer light,0.03131929,0.002511682,0,0.01135,0.000225451,0,0,0.0010625,7.04E-05,0,0,0.00096,0.001221875,0.000551471,0.000111607,0.000640223,0.000365594,6.07E-05,0.007735584,4.80E-05,0.001225103,0.000480538,0.0004,cane sugar,0.66633,48
119,beer regular,0.046563193,0.00478972,0,0.0326,0,0,0,0.002875,0.000140845,0,0,0.00192,0.00320625,0.001838235,0.000223214,0.000682905,0.000531773,8.09E-05,0.009142053,6.80E-05,0.00213405,0.001441615,0.000266667,ketchup,1.464,58
120,beet greens cooked,0.029933481,0.030023364,0.002,0.0546,0.006012024,0.054511278,0.012766667,0.0165,0,0.010375,0.012115127,0.00896,0.0062375,0.0425,0.010446429,0.019462782,0.033368785,0.015372168,0.095639944,0.004112,0.006481189,0.004324844,0.026666667,spinach,0.482666667,117
121,beet greens raw,0.024390244,0.025700935,0.0013,0.0433,0.00501002,0.069548872,0.010533333,0.01325,0,0.0125,0.010040161,0.0096,0.005,0.032352941,0.008928571,0.01997496,0.025392183,0.02079288,0.098452883,0.003128,0.006481189,0.004324844,0.020266667,beetroot,0.245,108
122,beets canned,0.032889874,0.009501558,0.001,0.069733333,0.058183033,0.026315789,3.33E-05,0.006958333,0,0.001347222,0.000200803,0.018773333,0.0019125,0.005686275,0.000892857,0.002617801,0.008818577,0.008576052,0.023909986,0.002504,0.002529244,0.001761973,0.013866667,carrots canned,1.6,118
123,beets cooked,0.048780488,0.019626168,0.0018,0.0996,0.079759519,0.037593985,6.67E-05,0.008375,0,0.0015,0.000267738,0.0512,0.0041375,0.005882353,0.002410714,0.002731618,0.009837809,0.006391586,0.032348805,0.002608,0.006006955,0.003363767,0.018666667,vegetables,0.6926075,29
124,beets pickled,0.072062084,0.009345794,0.0008,0.1628,0.136172345,0.04887218,6.67E-05,0.00625,0,0.000958333,0.000401606,0.01728,0.0031375,0.007058824,0.000892857,0.001877988,0.01542143,0.003317152,0.021097046,0.00176,0.002687322,0.004805382,0.013866667,beetroot,0.245,34
125,beets raw,0.04767184,0.018808411,0.0017,0.0956,0.067735471,0.052631579,6.67E-05,0.008375,0,0.002041667,0.000267738,0.06976,0.004175,0.005882353,0.002767857,0.002731618,0.009970752,0.006472492,0.032348805,0.002632,0.006323111,0.003363767,0.018666667,beetroot,0.245,29
126,beverage horchata,0.25886918,0.04661215,0.04085,0.45285,0.241783567,0.037593985,0,0.01225,0,6.25E-05,0.002041499,0.00384,0.01404375,0.0125,0.001339286,0.00665832,0.031374634,0.023503236,0.05625879,0.00484,0.015412583,0.019702066,0.044266667,strawberry juice,2.68,50
127,beverage instant breakfast powder,0.394124169,0.325350467,0.0325,0.536,0.5250501,0.022556391,0.055183333,0.19625,0.033873239,0.044770833,0.087851406,0.4272,0.249,0.040441176,0.104910714,0.067010016,0.267548524,0.061165049,0.448663854,0,0.073269048,0.081451225,0.638666667,coffee ground,5.129285715,33
128,beverage milkshake mix,0.364745011,0.27453271,0.026,0.529,0.514028056,0.030075188,0.0082,0.01375,0.033661972,0.0005,0.000334672,0.02688,0.015625,0.05,0.009821429,0.150239017,0.106354693,0.062297735,0.281293952,0,0.023711666,0.068716963,0.192,yogurt flavoured,2.812144286,103
129,beverages,0.00886918,0.000584112,0.0001,0.0194,0.013026052,0,0,0,0.047605634,0,0,0,0,0,0,0,0,0,0,0,0.001106544,0,0,ling,6.4486,48
130,beverages  energy drink,0.049889135,0,0,0.1127,0.104408818,0,0,0,0,0.010416667,0,0,0,0,0,0.001365809,0,0,0,0,0,0,0,ice cream,1.02,97
131,beverages alcoholic,0.16518847,0,0.0003,0.131,0,0,0,0,0,0.000666667,0,0,0.00025,0.000882353,0.000982143,0.000170726,0.00119649,0.000647249,0.00140647,4.80E-05,0.000948467,0.000480538,0.0032,pollock stick frozen,2.14,113
132,beverages almond milk,0.048780488,0.006133178,0.01145,0.07985,0.075150301,0.007518797,0.0021,0.0005625,0.017605634,0.000916667,0.018808568,0.00064,0.0011125,0.026029412,0.001651786,0.032096517,0.005583621,0.003357605,0.013361463,0.000464,0.00213405,0.000720807,0.0336,almond milk,0.4179028,36
133,beverages chocolate malt,0.054323725,0.03796729,0.0017,0.0864,0.077855711,0,0.004566667,0.0145,0.005070423,0.001375,0.003614458,0.0032,0.0108125,0.019705882,0.008303571,0.03994992,0.01183196,0.005987055,0.028129395,0,0.015333544,0.009610764,0.051733333,chocolate,6.6,36
134,beverages chocolate powder,0.413525499,0.106191589,0.0909,0.6364,0.273246493,0.171052632,0,0.22725,0,0.022708333,0,0.00448,0.32,0.051470588,0.133928571,0.155190075,0.24169104,0.026456311,0.576652602,0,0.079038887,0.104757328,0.727466667,milk chocolate,3.6,33
135,beverages coca cola,0.035476718,0,0.0005,0.0784,0.061222445,0,0,0.019125,0.012816901,0,0,0,0.0195625,0,0.000982143,0.000170726,0,0.000728155,0,0,0.000158078,0,0.000533333,cranberry juice,2.88,121
136,beverages cocoa mix,0.398004435,0.293224299,0.03,0.58,0.556913828,0.020676692,0.015966667,0.03975,0.03915493,0,0.001405622,0.01728,0.01355,0.205882353,0.023839286,0.245845664,0.097048657,0.04012945,0.29254571,0.00532,0.257666772,0.115329169,0.183466667,coconut milk,0.41262018,103
137,beverages coconut water,0.019955654,0.002570093,0,0.0424,0.039278557,0,0,0,0,0.004125,0,0,0,0,0.002678571,0.001195083,0.001063547,0.000242718,0.008438819,0.001768,0.000790389,0,0.001066667,mineral water,0.491,104
138,beverages energy drink,0.026607539,0.001226636,0,0.059875,0.056362725,0,0,0.104125,0.035211268,0.002604167,0,0.04528,0,0,0,0,0,0,0,0,0,0,0,ice cream,1.02,121
140,beverages fruit juice drink,0.043237251,0,0.0007,0.1,0.090180361,0,0,0,0,0,0.004551539,0.00064,0.0001875,0,0,0.000853631,0,0.000323625,0.00281294,8.80E-05,0.000158078,0.000961076,0.001066667,strawberry juice,2.68,53
141,beverages green tea,0.001108647,0.00241433,0,0,0,0,0,0.000208333,0,4.17E-05,0,0,0.000125,0.002843137,0.000208333,5.69E-05,0.000620402,0.000161812,0.000937647,0.001517333,0,0,0.000533333,coffee green,0.494625,1
142,beverages monster energy drink,0.005543237,0,0,0.0138,0.013827655,0,0,0.104125,0.035211268,0,0,0,0.1041625,0.104117647,0,0,0,0,0,0,0,0,0,ice cream,1.02,48
143,beverages nestle,0.202143385,0.035981308,0.0229,0.383333333,0.313426854,0.011278195,0.018322222,0.093166667,0.005915493,0.014236111,0.041276216,0.024533333,0.08835,0.014166667,0.048184524,0.067892101,0.095674909,0.052400216,0.13689639,0.020517333,0.013910844,0.032836777,0.292977778,buffalo boneless,71.39276803,82
144,beverages nutritional shake mix,0.4345898,0.625817757,0.1071,0.2038,0.035771543,0,0.0625,0.3125,0.09056338,0.03125,0.112985274,0.62144,0.3125,0.3125,0.191339286,0.121898475,0.332358415,0.182038835,0.70323488,1,0.225893139,0.420470927,1,mixed nuts,0.47,72
145,beverages ocean spray,0.016629712,0,0,0.0375,0.03757515,0,0,0.052125,0.017605634,0.010416667,0,0,0.0520875,0.052058824,0.000267857,0,0.001329434,0,0.00281294,0.000232,0.000158078,0,0.000533333,olive oil,3.837506911,104
146,beverages orange flavor drink,0.240576497,0.042056075,0,0.859,0.026052104,0.071428571,0.2002,1,0,1,0,0,1,1,0,0.235260642,0.00039883,0.000566343,0.386779184,0,0.09943092,0,0,orange,0.354612903,110
147,beverages orange juice,0.023281596,0.002453271,0,0.0542,0.041783567,0,0.000333333,0.00625,0,0.0125,0.008366801,0.0064,0.0041625,0.004117647,0.005625,0,0.002392981,0,0.014064698,0,0.000632311,0,0.001066667,orange juice,0.623756532,121
148,beverages ovaltine,0.412416851,0,0,0.93145,0.683216433,0,0.0455,0.22725,0,0.022708333,0.082128514,0,0.227275,0,0.121785714,0.155190075,0.24169104,0.13236246,0.306610408,0,0,0,0.727466667,ling,6.4486,33
149,beverages protein powder soy based,0.430155211,0.649065421,0.0556,0.2889,0.222645291,0.12593985,0,0.0205,0,0,0,0.18496,0.0294625,0.024117647,0.025714286,0.030389256,0.348311619,0.097087379,0.090014065,0,0.201074929,0.006246997,0.352,soy yogurt,1.36,72
150,beverages protein powder whey based,0.390243902,0.912733645,0.0156,0.0625,0,0.058270677,0,0.075875,0.034507042,0,0,0.02112,0.0142,0.296617647,0.054375,0.080070567,0.006514225,0.009142395,0.274261603,0,0.20882074,0.1283037,0.3296,hazelnut paste,1.685,72
151,beverages vegetable and fruit juice blend,0.050997783,0.003504673,0.0001,0.1115,0.103907816,0,0.0012,0.002,0,0.011875,0.005823293,0.00192,0.0001625,0.000147059,8.93E-05,0.001365809,0.00159532,0.002508091,0.009845288,0,0.000158078,0,0.000533333,apple juice,2.84,97
152,beverages water,0.002771619,0,0,0.00625,0,0,0,0.0051875,0.001760563,0.005208333,0.001874163,0,0.00520625,0,0,0.002816982,0,0,0.007735584,0,0,0,0,mineral water,0.491,1
153,biscuits mixed grain,0.291574279,0.071261682,0.056,0.474,0,0,0,0.008125,0,0,0,0.08512,0.0425,0.030882353,0.034821429,0.002902345,0.015288487,0.022249191,0.042194093,0.005272,0.037306355,0,0.032,fish mixed,4.012083333,65
154,biscuits plain or buttermilk,0.367793792,0.082432827,0.112075,0.505925,0.060395792,0.033129699,0.000125,0.0060625,0.00153169,5.73E-05,0.002459839,0.07568,0.043123438,0.044834559,0.038069196,0.016453733,0.012995214,0.021531149,0.026722925,0.002938,0.067775846,0.066254205,0.0266,yogurt plain,2.095343049,65
155,bison ground,0.180155211,0.26682243,0.07915,0.00025,0,0,0,0.049,0.03084507,0,0.001305221,0.00896,0.07055,0.0375,0.0125,0.002134077,0.01934326,0.024150485,0.030942335,0,0.032168827,0.122777511,0.2648,coffee ground,5.129285715,20
156,blackberries canned,0.101995565,0.015303738,0.0014,0.231,0.19739479,0.063909774,0.000366667,0.0045,0,0.001166667,0.005220884,0.01728,0.0035875,0.005735294,0.002410714,0.003585249,0.017681468,0.0052589,0.023909986,0.005576,0.002213089,0.001441615,0.0096,carrots canned,1.6,61
157,blackberries frozen,0.070953437,0.013785047,0.0043,0.1567,0.106913828,0.093984962,0.0002,0.007625,0,0.001291667,0.007831325,0.02176,0.0150875,0.006764706,0.002589286,0.004951059,0.015953204,0.006472492,0.030942335,0.009784,0.004742333,0.001922153,0.013333333,raspberries frozen,1.175,0
158,blackberries raw,0.04767184,0.016238318,0.0049,0.0961,0.048897796,0.09962406,0.000366667,0.00375,0,0.00875,0.007831325,0.016,0.008075,0.003823529,0.001785714,0.004951059,0.021935655,0.005016181,0.028129395,0.005168,0.003477711,0.001922153,0.028266667,raspberries frozen,1.175,12
159,blackberries wild,0.057649667,0.009813084,0.0107,0.0984,0.036573146,0.060150376,0.000166667,0.004875,0,0.001958333,0.006091031,0.00704,0.003925,0.021176471,0.005357143,0.000853631,0.029513427,0.001699029,0.005625879,0.002296,0.001738856,0,0.008,grapes,0.391,78
160,blackberry juice canned,0.042128603,0.003504673,0.006,0.078,0.077154309,0.001879699,0.0002,0.002625,0,0.004708333,0.006024096,0.0064,0.005575,0.002647059,0.001071429,0.002048714,0.015155544,0.003883495,0.029535865,0,0.001896933,0.001441615,0.021866667,kiwi juice,2.84,36
161,blueberries canned,0.097560976,0.009871495,0.00365,0.2236,0.18992986,0.039473684,6.67E-05,0.0053125,0,0.000333333,0.005890228,0.00128,0.002975,0.013602941,0.003571429,0.000938994,0.007045998,0.003074434,0.005625879,0.002572,0.001738856,0.000480538,0.004266667,raspberries frozen,1.175,61
162,blueberries dried,0.351441242,0.029205607,0.025,0.8,0.676352705,0.140977444,0.000233333,0.019,0,0.009916667,0.015729585,0.00768,0.014425,0.018676471,0.008214286,0.003243797,0.021270939,0.007281553,0.025316456,0,0.0056908,0.002883229,0.026133333,raspberries frozen,1.175,9
163,blueberries frozen,0.075388027,0.00478972,0.00385,0.1706,0.141132265,0.046052632,6.67E-05,0.007375,0,0.000729167,0.00334672,0.00448,0.00483125,0.006544118,0.002321429,0.001195083,0.004785961,0.002305825,0.004922644,0.001636,0.0014227,0.000720807,0.003466667,raspberries frozen,1.175,34
164,blueberries raw,0.063192905,0.00864486,0.0033,0.1449,0.099799599,0.045112782,0.0001,0.0065,0,0.004041667,0.003815261,0.00384,0.005225,0.006029412,0.003303571,0.001024357,0.007577772,0.002265372,0.008438819,0.002688,0.001896933,0.000480538,0.008533333,raspberries frozen,1.175,0
165,blueberries wild,0.074556541,0.007242991,0.00315,0.1622,0.064478958,0.055921053,7.50E-05,0.00253125,0,0.00234375,0.003263052,0.00656,0.0064875,0.030661765,0.003571429,0.002731618,0.000997075,0.008596278,0.007032349,0.01434,0.002213089,0,0.0132,raspberries frozen,1.175,0
166,bologna beef,0.278824834,0.132651869,0.20465,0.04745,0.010270541,0,0.000316667,0.0191875,0.018239437,0.003375,0.00251004,0.00256,0.03013125,0.012132353,0.003571429,0.002560892,0.00551715,0.009263754,0.017580872,0.00016,0.026240911,0.057664584,0.100266667,beef,19.54409099,31
167,bologna beef and pork,0.298226164,0.155957944,0.21945,0.04045,0.022144289,0,0.000416667,0.0298125,0.022042254,0.000166667,0.000736278,0.00352,0.03163125,0.023161765,0.017276786,0.008194855,0.008774262,0.007564725,0.020393812,7.20E-05,0.027189377,0.086016338,0.101333333,beef,19.54409099,22
168,bologna chicken,0.33481153,0.122741433,0.265066667,0.0515,0,0,0.000433333,0.024875,0.008826291,0.006763889,0.002900491,0.006186667,0.043595833,0.019411765,0.005327381,0.021056226,0.007223256,0.009519957,0.02156587,0.000344,0.033459796,0,0.062933333,chicken,3.24822457,49
169,bologna meat and poultry,0.311529933,0.120794393,0.2377,0.0631,0.019739479,0,0,0.024125,0.006619718,0,0.00394913,0.00448,0.0398375,0.023235294,0.004196429,0.021340769,0.004653018,0.010032362,0.021097046,0.000304,0.033512488,0.069197501,0.056533333,kangaroo meat,4.1,49
170,bologna pork,0.323170732,0.156892523,0.2456,0.03695,0.006763527,0,0,0.041125,0.01415493,0.002291667,0.000870147,0.00288,0.0450625,0.022573529,0.030133929,0.003585249,0.011499601,0.007969256,0.019690577,0.001204,0.021103383,0.060307544,0.113333333,pork,5.786150705,22
171,bologna pork and turkey,0.233924612,0.152570093,0.1606,0.0345,0,0,3.33E-05,0.020375,0.004084507,0,0,0.01152,0.0384,0.014264706,0.014196429,0.008194855,0.010901356,0.009304207,0.023909986,0.00124,0.014859311,0.026910139,0.038933333,pork ham,7.9325,31
